Name;Values
A;14.708000,14.989100,15.273600,15.561600,15.853000,16.148001,16.446400,16.748400,17.053801,17.362801,17.675301,17.991301,18.310801,18.633900,18.960501,19.290701,19.624399,19.961700,20.302601,20.646999,20.995001,21.346500,21.701599,22.060301,22.422501,22.788300,23.157700,23.530701,23.907200,24.287300,24.670900,25.058100,25.448900,25.843201,26.241100,26.642500,27.047501,27.455999,27.868099,28.283600,28.702700,29.125299,29.551500,29.981100,30.414200,30.850800,31.290899,31.734501,32.181499,32.632000,33.085899,33.543201,34.004002,34.468201,34.935799,35.406799,35.881100,36.358799,36.839901,37.324299,37.812099,38.303101,38.797501,39.295101,39.796001,40.300201,40.807598,41.318199,41.832001,42.349098,42.869301,43.392601,43.919201,44.448799,44.981602,45.517399,46.056301,46.598301,47.143299,47.691299,48.242298,48.796299,49.353298,49.913200,50.476002,51.041801,51.610401,52.181801,52.756100,53.333199,53.913200,54.495800,55.081299,55.669399,56.260300,56.853901,57.450100,58.048901,58.650398,59.254501,59.861099,60.470299,61.082001,61.696201,62.312801,62.931999,63.553501,64.177498,64.803802,65.432503,66.063499,66.696800,67.332397,67.970200,68.610199,69.252502,69.896896,70.543503,71.192200,71.843002,72.495903,73.150803,73.807701,74.466599,75.127502,75.790298,76.455101,77.121696,77.790199,78.460503,79.132599,79.806503,80.482101,81.159500,81.838600,82.519302,83.201698,83.885597,84.571198,85.258400,85.946999,86.637199,87.328796,88.021896,88.716499,89.412399,90.109703,90.808296,91.508202,92.209503,92.912003,93.615700,94.320602,95.026703,95.733902,96.442299,97.151802,97.862297,98.573898,99.286400,100,100.71500,101.43000,102.14600,102.86400,103.58200,104.30100,105.02000,105.74100,106.46200,107.18400,107.90600,108.63000,109.35400,110.07800,110.80300,111.52900,112.25500,112.98200,113.70900,114.43600,115.16400,115.89300,116.62200,117.35100,118.08000,118.81000,119.54000,120.27000,121.00100,121.73100,122.46200,123.19300,123.92400,124.65500,125.38600,126.11800,126.84900,127.58000,128.31200,129.04300,129.77400,130.50500,131.23599,131.96600,132.69701,133.42700,134.15700,134.88699,135.61700,136.34599,137.07500,137.80400,138.53200,139.25999,139.98801,140.71500,141.44099,142.16701,142.89301,143.61800,144.34300,145.06700,145.78999,146.51300,147.23500,147.95700,148.67799,149.39799,150.11700,150.83600,151.55400,152.27100,152.98801,153.70399,154.41800,155.13200,155.84500,156.55800,157.26900,157.97900,158.68900,159.39700,160.10400,160.81100,161.51601,162.22099,162.92400,163.62601,164.32700,165.02800,165.72600,166.42400,167.12100,167.81599,168.50999,169.20300,169.89500,170.58600,171.27499,171.96300,172.64999,173.33501,174.01900,174.70200,175.38300,176.06300,176.74100,177.41901,178.09399,178.76900,179.44099,180.11301,180.78300,181.45100,182.11800,182.78300,183.44701,184.10899,184.77000,185.42900,186.08701,186.74300,187.39700,188.05000,188.70100,189.35001,189.99800,190.64400,191.28799,191.93100,192.57201,193.21100,193.84900,194.48399,195.11800,195.75000,196.38100,197.00900,197.63600,198.26100,198.88400,199.50600,200.12500,200.74300,201.35899,201.97200,202.58400,203.19501,203.80299,204.40900,205.01300,205.61600,206.21600,206.81500,207.41100,208.00600,208.59900,209.18900,209.77800,210.36501,210.94901,211.53200,212.11200,212.69099,213.26801,213.84200,214.41499,214.98500,215.55299,216.12000,216.68401,217.24600,217.80600,218.36400,218.92000,219.47301,220.02499,220.57401,221.12199,221.66701,222.21001,222.75101,223.28999,223.82600,224.36099,224.89301,225.42300,225.95100,226.47701,227,227.52200,228.04100,228.55800,229.07300,229.58501,230.09599,230.60400,231.11000,231.61400,232.11501,232.61501,233.11200,233.60600,234.09900,234.58900,235.07800,235.56400,236.04700,236.52901,237.00800,237.48500,237.95900,238.43201,238.90199,239.37000,239.83600,240.29900,240.75999,241.21899,241.67500
D50;49.308102,50.028599,50.749001,51.469501,52.189999,52.910400,53.630901,54.351398,55.071899,55.792301,56.512798,56.864899,57.216999,57.569099,57.921200,58.273300,58.625401,58.977501,59.329601,59.681702,60.033798,59.812199,59.590500,59.368900,59.147301,58.925598,58.703999,58.482399,58.260799,58.039101,57.817501,59.518200,61.219002,62.919701,64.620499,66.321198,68.021896,69.722702,71.423401,73.124199,74.824898,76.067101,77.309402,78.551598,79.793800,81.036003,82.278297,83.520500,84.762703,86.004997,87.247200,87.583702,87.920197,88.256699,88.593201,88.929703,89.266197,89.602699,89.939201,90.275703,90.612198,90.687798,90.763397,90.838997,90.914597,90.990196,91.065697,91.141296,91.216904,91.292503,91.368103,91.742104,92.116203,92.490196,92.864304,93.238297,93.612297,93.986397,94.360397,94.734497,95.108498,94.793900,94.479301,94.164803,93.850197,93.535599,93.221001,92.906403,92.591904,92.277298,91.962700,92.338799,92.714897,93.091003,93.467102,93.843201,94.219299,94.595398,94.971497,95.347603,95.723701,95.812698,95.901604,95.990601,96.079498,96.168503,96.257500,96.346397,96.435402,96.524300,96.613297,96.664902,96.716400,96.767998,96.819603,96.871201,96.922699,96.974297,97.025902,97.077400,97.128998,97.625999,98.123001,98.620003,99.116997,99.613998,100.11100,100.60800,101.10500,101.60200,102.09900,101.96500,101.83000,101.69600,101.56100,101.42700,101.29200,101.15800,101.02400,100.88900,100.75500,100.91100,101.06700,101.22300,101.38000,101.53600,101.69200,101.84800,102.00500,102.16100,102.31700,102.08500,101.85400,101.62200,101.39000,101.15800,100.92700,100.69500,100.46300,100.23200,100,99.773499,99.546997,99.320503,99.094002,98.867500,98.640999,98.414497,98.188004,97.961502,97.735001,97.853302,97.971603,98.089897,98.208199,98.326500,98.444801,98.563103,98.681396,98.799698,98.917999,98.376099,97.834198,97.292198,96.750298,96.208397,95.666496,95.124603,94.582603,94.040703,93.498802,93.917702,94.336601,94.755501,95.174400,95.593300,96.012199,96.431099,96.849998,97.268898,97.687798,97.845901,98.004097,98.162201,98.320297,98.478401,98.636597,98.794701,98.952797,99.111000,99.269096,99.246300,99.223602,99.200798,99.178101,99.155296,99.132500,99.109802,99.086998,99.064301,99.041496,98.709503,98.377602,98.045601,97.713600,97.381599,97.049698,96.717697,96.385696,96.053802,95.721802,96.035301,96.348900,96.662399,96.975998,97.289497,97.602997,97.916603,98.230103,98.543701,98.857201,98.538200,98.219200,97.900200,97.581200,97.262199,96.943199,96.624199,96.305199,95.986198,95.667198,95.919502,96.171700,96.424004,96.676201,96.928497,97.180801,97.432999,97.685303,97.937500,98.189796,98.671204,99.152496,99.633904,100.11500,100.59700,101.07800,101.55900,102.04100,102.52200,103.00300,102.61600,102.22900,101.84200,101.45500,101.06800,100.68100,100.29400,99.907097,99.519997,99.133003,97.957802,96.782600,95.607399,94.432198,93.257004,92.081703,90.906502,89.731300,88.556099,87.380898,87.803200,88.225403,88.647697,89.069901,89.492203,89.914497,90.336700,90.759003,91.181198,91.603500,91.732002,91.860497,91.988998,92.117500,92.246002,92.374603,92.503098,92.631599,92.760101,92.888603,91.285202,89.681801,88.078300,86.474899,84.871498,83.268097,81.664703,80.061203,78.457802,76.854401,77.820099,78.785797,79.751404,80.717102,81.682800,82.648499,83.614197,84.579803,85.545502,86.511200,87.118103,87.724899,88.331802,88.938599,89.545502,90.152397,90.759201,91.366096,91.972900,92.579803,91.144798,89.709801,88.274803,86.839798,85.404800,83.969902,82.534897,81.099899,79.664902,78.229897,76.176102,74.122299,72.068497,70.014702,67.960800,65.906998,63.853199,61.799400,59.745602,57.691799,60.214901,62.737999,65.261200,67.784302,70.307404,72.830498,75.353600,77.876801,80.399902,82.922997,82.458099,81.993202,81.528297,81.063400,80.598503,80.133598,79.668701,79.203796,78.738899,78.274002
D65;82.754898,83.627998,84.501099,85.374199,86.247299,87.120399,87.993599,88.866699,89.739799,90.612900,91.486000,91.680603,91.875198,92.069702,92.264297,92.458900,92.653503,92.848099,93.042603,93.237198,93.431801,92.756798,92.081902,91.406898,90.732002,90.056999,89.382103,88.707100,88.032204,87.357201,86.682297,88.500603,90.318802,92.137100,93.955399,95.773598,97.591904,99.410202,101.22800,103.04700,104.86500,106.07900,107.29400,108.50800,109.72200,110.93600,112.15100,113.36500,114.57900,115.79400,117.00800,117.08800,117.16900,117.24900,117.33000,117.41000,117.49000,117.57100,117.65100,117.73200,117.81200,117.51700,117.22200,116.92700,116.63200,116.33600,116.04100,115.74600,115.45100,115.15600,114.86100,114.96700,115.07300,115.18000,115.28600,115.39200,115.49800,115.60400,115.71100,115.81700,115.92300,115.21200,114.50100,113.78900,113.07800,112.36700,111.65600,110.94500,110.23300,109.52200,108.81100,108.86500,108.92000,108.97400,109.02800,109.08200,109.13700,109.19100,109.24500,109.30000,109.35400,109.19900,109.04400,108.88800,108.73300,108.57800,108.42300,108.26800,108.11200,107.95700,107.80200,107.50100,107.20000,106.89800,106.59700,106.29600,105.99500,105.69400,105.39200,105.09100,104.79000,105.08000,105.37000,105.66000,105.95000,106.23900,106.52900,106.81900,107.10900,107.39900,107.68900,107.36100,107.03200,106.70400,106.37500,106.04700,105.71900,105.39000,105.06200,104.73300,104.40500,104.36900,104.33300,104.29700,104.26100,104.22500,104.19000,104.15400,104.11800,104.08200,104.04600,103.64100,103.23700,102.83200,102.42800,102.02300,101.61800,101.21400,100.80900,100.40500,100,99.633400,99.266800,98.900299,98.533699,98.167099,97.800499,97.433899,97.067398,96.700798,96.334198,96.279602,96.224998,96.170303,96.115700,96.061096,96.006500,95.951897,95.897202,95.842598,95.788002,95.077797,94.367500,93.657303,92.946999,92.236801,91.526604,90.816299,90.106102,89.395798,88.685600,88.817703,88.949699,89.081802,89.213799,89.345901,89.477997,89.610001,89.742104,89.874100,90.006203,89.965500,89.924797,89.884102,89.843399,89.802597,89.761902,89.721199,89.680496,89.639801,89.599098,89.409103,89.219002,89.028999,88.838898,88.648903,88.458900,88.268799,88.078796,87.888702,87.698700,87.257698,86.816704,86.375702,85.934700,85.493599,85.052597,84.611603,84.170601,83.729599,83.288597,83.329697,83.370697,83.411797,83.452797,83.493896,83.535004,83.575996,83.617104,83.658096,83.699203,83.332001,82.964699,82.597504,82.230202,81.862999,81.495796,81.128502,80.761299,80.393997,80.026802,80.045601,80.064400,80.083099,80.101898,80.120697,80.139503,80.158302,80.177002,80.195801,80.214600,80.420898,80.627197,80.833603,81.039902,81.246201,81.452499,81.658798,81.865196,82.071503,82.277802,81.878403,81.479103,81.079697,80.680397,80.280998,79.881599,79.482300,79.082901,78.683601,78.284203,77.427902,76.571602,75.715302,74.859001,74.002701,73.146500,72.290199,71.433899,70.577599,69.721298,69.910103,70.098900,70.287598,70.476402,70.665199,70.853996,71.042801,71.231499,71.420303,71.609100,71.883102,72.157097,72.431099,72.705101,72.978996,73.252998,73.527000,73.801003,74.074997,74.348999,73.074501,71.800003,70.525497,69.250999,67.976501,66.702003,65.427498,64.153000,62.878502,61.604000,62.432201,63.260300,64.088501,64.916603,65.744797,66.572998,67.401100,68.229301,69.057404,69.885597,70.405701,70.925903,71.445999,71.966202,72.486298,73.006401,73.526604,74.046700,74.566902,75.086998,73.937599,72.788101,71.638702,70.489304,69.339798,68.190399,67.041000,65.891602,64.742104,63.592701,61.875198,60.157799,58.440300,56.722900,55.005402,53.287998,51.570499,49.853100,48.135601,46.418201,48.456902,50.495602,52.534401,54.573101,56.611801,58.650501,60.689201,62.728001,64.766701,66.805397,66.463097,66.120903,65.778603,65.436401,65.094101,64.751801,64.409599,64.067299,63.725101,63.382801
Philips_LED;0.070439003,0.0079659997,0.35004601,0.53798097,0.73543698,1.1184220,1.3534110,2.0629570,2.4630270,3.3575001,4.0839348,5.7299342,6.9539680,8.6532869,10.661533,12.650489,15.154285,18.445801,21.582668,25.784458,30.316294,35.112072,40.928371,47.355549,54.531597,62.112968,70.558044,79.698914,89.567406,100.11145,111.10138,122.80540,135.12508,147.47762,160.79520,174.41774,188.66945,202.72047,217.25018,231.32047,245.18619,257.10248,267.89554,277.29117,284.02325,287.85260,288.54742,285.86844,279.81570,270.94504,258.49213,243.64978,226.60719,209.38699,191.40633,174.57211,158.66054,144.11934,130.84805,119.70374,110.00510,102.05312,94.907997,88.776085,83.246391,78.502266,74.611214,70.878433,67.081963,63.823986,60.813057,58.275955,55.963722,53.941956,52.163387,50.829697,49.812546,49.068504,48.950764,48.684410,49.116753,49.337746,50.144524,51.106670,52.402721,53.907219,55.760098,58.201649,60.750324,63.901184,67.377266,71.198830,75.821373,80.999771,86.637543,92.910301,99.569138,106.78186,114.56586,122.38080,130.99086,139.66081,148.73991,157.93486,167.39226,176.82262,186.26076,195.95357,205.68507,215.42427,224.78906,233.99170,242.77353,251.97237,260.36044,268.25067,276.06366,283.86118,290.79404,297.90445,304.48215,310.88235,316.91962,322.81021,328.04465,333.01651,338.01926,342.72867,347.05206,351.03580,355.13528,358.78702,362.48505,366.06723,369.50284,372.12775,374.96881,377.88712,380.68185,383.47662,385.90079,388.78815,391.32816,394.09976,397.13391,399.62750,402.50720,405.78064,408.95367,412.32751,415.60864,419.36075,422.97379,426.78766,430.63239,434.89404,439.08612,443.46362,448.12671,452.65079,457.49139,462.36295,467.29626,472.39941,477.78815,483.10745,488.47314,493.99310,499.59039,505.22623,510.96243,516.92255,522.88263,528.76550,534.77191,540.93274,546.98553,552.94562,559.09100,564.94299,570.70233,576.41541,582.19025,587.85699,593.27667,598.81976,604.14685,609.56653,614.41492,619.15515,623.95721,628.57404,632.91278,636.85016,640.89563,644.41614,647.99835,650.93207,653.91205,656.41351,659.11560,661.33905,662.88312,664.84412,665.92493,666.95941,667.42267,667.54620,667.99402,667.45355,667.20648,666.31097,665.46173,663.85590,662.34271,660.50525,658.35901,655.84216,653.10919,649.85120,646.74762,643.11908,639.47504,635.46051,631.27606,626.79828,622.11975,617.64197,612.50031,606.67914,600.78082,595.45374,589.47821,583.27106,577.32648,571.01117,564.21735,557.71674,551.24713,544.71576,537.56671,530.68024,523.74738,516.44391,509.24857,501.55133,494.35602,486.73602,479.10834,471.41888,463.65997,455.73892,448.36600,440.76917,433.18787,425.28995,419.24490,411.84113,404.38327,396.74014,389.27460,381.50021,374.39752,367.11722,359.84467,352.51804,345.29959,338.15057,330.91656,323.89877,316.94278,310.17206,303.28549,296.63055,289.92938,283.36703,277.29886,270.57443,264.74564,258.61566,252.85629,247.00044,241.22951,235.40450,229.85359,224.17915,219.00266,213.53279,208.14015,202.90578,197.74855,192.82301,188.40700,183.49295,179.05379,174.05490,169.49600,165.28844,161.12331,157.04317,152.83940,148.52757,144.30455,141.05815,137.11313,133.47685,129.83281,126.62114,122.99644,120.06852,116.96306,113.50238,110.42387,107.53456,104.68767,101.80994,99.082771,96.538887,93.649574,90.702293,88.671898,86.587349,84.107254,81.698479,79.751030,77.402115,75.576256,73.792870,71.198830,69.971298,67.780655,65.873734,64.173325,62.494156,60.643208,59.273815,57.485592,56.084351,55.002537,53.290554,51.743595,50.370342,48.751003,48.060032,46.554562,45.312557,43.975010,42.806339,42.140465,41.122345,39.615921,38.481026,38.361359,37.421417,35.881210,35.426674,34.338104,33.611427,32.885719,32.133953,31.675560,30.635242,29.661995,29.188643,28.948835,28.070642,27.092579,26.664099,25.988089,25.300493,24.754761,24.593599,24.452221,23.449547,23.368965,23.077517,22.130327,21.200996,22.202707,20.976139,19.752472
Concord;0.25695100,0.028251000,0.48938900,0.036993001,0.0041410001,0.051344000,0.10196200,0.23604600,0.21918200,0.40598401,0.70445198,1.3200200,1.1825449,1.5675350,1.7384920,2.9112360,3.7862761,4.6686368,5.1030521,6.1980319,7.7603312,9.1216888,10.861757,13.158306,14.847767,17.569744,20.724747,24.054356,27.431061,31.776133,36.434105,41.399059,47.008354,53.365803,60.481056,67.882507,76.047691,85.336960,95.130424,105.93378,118.05550,130.27811,144.81410,161.16519,179.45308,199.46999,222.55087,247.71370,274.94678,302.70782,331.18069,358.45520,384.27063,405.99890,423.54538,435.44458,441.04431,440.22565,434.29388,422.84537,407.69547,389.31866,370.47906,350.48279,331.21628,314.66638,300.41217,287.52222,276.24588,266.78455,258.04697,250.35930,242.88512,235.37549,227.04716,219.74503,213.07173,206.44583,200.26491,194.64738,189.99683,186.28062,184.16286,182.37448,180.93007,180.86179,181.38687,182.95282,184.44176,186.50891,189.20204,192.24510,194.78386,197.74382,200.70976,203.80022,207.07468,210.43806,213.75394,218.19090,222.10588,226.64374,231.71552,237.02452,242.25043,247.86198,253.34303,258.56894,263.60513,269.22852,274.08072,279.02783,283.61920,288.98157,293.45410,297.92081,302.45865,307.03210,311.83093,317.57895,322.99469,328.97992,334.38971,340.22083,345.93314,351.39041,356.97223,362.77960,367.14539,371.16711,375.56863,379.88107,384.31802,388.36365,392.34381,396.08090,399.56882,402.45166,404.71771,406.55661,408.00388,409.61734,411.15964,412.77310,414.27985,415.66788,418.09991,421.03027,423.77078,426.59430,429.14499,431.71942,434.09210,436.57166,438.86133,441.11548,443.15601,445.32703,447.43884,448.94543,450.77249,452.48087,453.91632,456.58569,460.19229,463.66827,466.84781,470.35947,473.66937,477.07434,480.24191,483.68231,486.24496,487.98892,489.79208,491.41748,493.22079,495.35623,497.20694,499.15256,501.31174,503.41162,504.18277,504.78784,505.47589,506.33017,507.54019,508.48923,509.60449,510.88580,512.30945,514.97870,518.70398,522.53595,525.86963,529.95068,534.01990,538.10107,542.39575,546.34631,550.83081,555.37463,559.83533,564.09442,568.49579,572.70734,576.96643,581.64075,585.91162,591.23846,597.96521,604.50208,611.13397,617.20813,623.44843,629.54633,635.59680,641.55243,646.67743,650.68744,653.53473,656.12097,658.65973,661.00879,663.39337,665.68311,667.20166,668.24561,668.91003,667.62872,665.24408,662.95441,661.32910,657.78186,654.87524,651.51782,647.99432,644.83856,642.28784,640.60327,637.73224,635.84595,632.63086,629.65308,626.73468,622.62982,618.91650,614.93024,610.46954,605.79523,600.80054,595.84161,590.62152,585.30670,579.86121,573.68030,569.29071,565.86200,561.06915,556.78632,552.56281,547.74622,543.27362,538.56372,532.75055,526.64081,519.42761,511.85861,504.46753,496.50693,488.49896,480.83505,472.94574,465.45975,457.38062,448.79129,439.51382,430.65170,421.13699,412.08505,403.16348,393.86237,384.95273,376.40497,367.63779,359.35684,352.25650,345.12042,338.01410,330.24930,323.07779,316.50525,310.09891,303.46704,297.07251,290.12640,283.80890,276.75009,270.20728,263.88977,258.24277,251.86006,245.79172,239.61676,235.04918,229.82327,225.16077,220.25519,216.04364,211.52357,206.80174,202.24025,197.03798,192.21835,187.29785,182.24399,177.41243,172.39713,168.10248,163.97688,159.22543,154.77068,150.87634,146.81606,142.22186,137.68401,133.97067,129.69380,125.41097,121.78070,118.20676,114.47860,111.59870,108.22349,105.05587,100.88876,99.204117,96.700874,93.902527,90.777931,88.366638,85.792221,83.813957,80.458015,78.252853,76.844040,74.223648,72.426292,70.040222,68.076782,66.746567,65.454910,63.401005,62.182014,60.343136,59.312485,57.469166,55.694057,54.744961,52.794872,51.816120,50.614918,49.627270,46.508606,47.282707,45.356339,43.656864,42.331848,41.768314,40.133354,39.130878,38.671894,37.764324,35.837955,34.822132,34.052471,34.165924,32.794182,31.414289,30.679485,30.206417
CREE;0,0,0,0,0,0.28713500,0.57426900,1.1778010,1.7813350,2.4974930,3.2136500,4.3298368,5.4460230,7.0407672,8.6355104,10.675253,12.714995,15.452101,18.189207,21.645826,25.102448,29.189985,33.277527,38.794693,44.311863,49.553844,54.795826,61.313065,67.830307,74.763680,81.697060,88.214302,94.731537,101.66492,108.59829,116.28340,123.96851,131.51938,139.07025,146.31909,153.56792,161.48795,169.40797,176.99240,184.57683,189.54362,194.51042,196.92670,199.34297,196.38974,193.43651,188.46973,183.50293,176.25409,169.00525,160.74963,152.49402,143.36586,134.23769,126.47875,118.71982,111.78644,104.85306,99.423149,93.993233,90.711121,87.429008,84.905342,82.381676,80.005669,77.629654,76.112770,74.595886,73.260223,71.924553,70.447945,68.971329,68.555191,68.139053,68.226311,68.313560,68.984749,69.655937,70.958046,72.260147,74.267006,76.273857,78.582748,80.891632,84.321404,87.751183,91.744751,95.738319,100.71183,105.68533,111.47098,117.25662,124.67326,132.08989,141.28517,150.48045,159.13878,167.79712,176.58969,185.38225,195.24872,205.11519,220.28406,235.45291,241.15802,246.86311,256.93094,266.99878,276.32828,285.65781,294.78598,303.91412,312.50534,321.09656,329.15082,337.20508,344.18546,351.16580,357.34073,363.51569,369.89197,376.26825,381.77200,387.27576,391.37000,395.46423,400.02832,404.59241,407.61276,410.63309,412.84802,415.06296,418.75449,422.44601,424.25824,426.07043,427.41281,428.75519,430.23181,431.70840,432.44672,433.18503,434.12469,435.06436,435.80267,436.54099,436.74234,436.94370,436.67520,436.40674,436.13828,435.86978,435.93692,436.00403,435.66843,435.33282,434.79590,434.25894,433.65488,433.05078,432.24536,431.43994,430.63452,429.82910,428.88943,427.94977,427.41281,426.87585,425.93619,424.99652,423.51993,422.04330,421.37213,420.70093,419.82837,418.95584,418.41888,417.88193,417.34500,416.80804,417.34500,417.88193,419.96262,422.04330,423.45279,424.86230,427.47992,430.09756,434.59454,439.09149,446.40744,453.72339,462.24750,470.77158,483.72552,496.67947,513.32495,529.97040,550.84436,571.71832,603.12994,634.54156,670.58441,706.62720,748.30804,789.98883,842.14014,894.29150,959.12830,1023.9651,1101.7559,1179.5466,1256.1292,1332.7118,1391.9106,1451.1095,1480.6417,1510.1741,1479.9706,1449.7671,1373.9899,1298.2128,1191.8965,1085.5802,977.31750,869.05481,773.61182,678.16882,600.04248,521.91614,472.85226,423.78839,387.67847,351.56851,325.72775,299.88699,278.74457,257.60214,242.56750,227.53288,217.26370,206.99452,198.06772,189.14091,181.95920,174.77748,168.06560,161.35370,156.18556,151.01741,146.31909,141.62077,137.17749,132.73422,128.78764,124.84106,120.74010,116.63913,113.26977,109.90040,108.41707,106.93375,104.31611,101.69848,98.899620,96.100761,93.664352,91.227936,88.912338,86.596733,84.415375,82.234009,80.126480,78.018944,76.179893,74.340836,72.575607,70.810387,68.783394,66.756401,64.917351,63.078293,61.454014,59.829739,58.749126,57.668514,56.165051,54.661591,53.319214,51.976833,50.560627,49.144421,48.050381,46.956345,45.754917,44.553490,43.076878,41.600262,40.398834,39.197407,38.096657,36.995907,36.015972,35.036037,33.827896,32.619759,31.753927,30.888094,29.653107,28.418119,27.458321,26.498522,25.122585,23.746647,23.109018,22.471390,21.585423,20.699453,20.102097,19.504738,18.598633,17.692530,16.759577,15.826624,15.296385,14.766147,13.767419,12.768689,12.122335,11.475980,10.890703,10.305428,9.6422939,8.9791603,8.3683786,7.7575960,7.2105780,6.6635580,6.3742771,6.0849938,5.3507142,4.6164341,3.7499299,2.8834250,2.1571989,1.4309740,0.77394801,0.11692100,0.058460001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCI;0,0,0,0,0,0.065606996,0.13121299,0.16525400,0.19929600,0.48491001,0.77052498,1.2098000,1.6490730,2.3754971,3.1019220,4.5988712,6.0958209,9.3607674,12.625713,18.507473,24.389233,32.391792,40.394356,49.070816,57.747276,63.569576,69.391876,74.396568,79.401268,83.667648,87.934029,91.125145,94.316261,97.056458,99.796654,102.12557,104.45449,105.99059,107.52668,109.11233,110.69798,113.22510,115.75223,118.87397,121.99571,124.67149,127.34727,130.07260,132.79793,134.23492,135.67192,137.55487,139.43782,141.17213,142.90643,144.83893,146.77144,148.10933,149.44722,151.62749,153.80775,155.83936,157.87097,159.70438,161.53778,164.11446,166.69113,168.77229,170.85345,172.38956,173.92564,176.55188,179.17810,182.00253,184.82697,187.40364,189.98032,193.69669,197.41304,201.57536,205.73769,209.75136,213.76503,217.82825,221.89146,225.95468,230.01790,232.04951,234.08113,236.70735,239.33359,241.91026,244.48694,247.01405,249.54118,252.11786,254.69453,258.26224,261.82996,265.69495,269.55997,272.13666,274.71332,276.69537,278.67743,281.55142,284.42542,287.05164,289.67786,292.15546,294.63303,297.75476,300.87650,303.35406,305.83163,308.35876,310.88589,313.36346,315.84103,318.36816,320.89529,322.87735,324.85941,327.33698,329.81454,333.72913,337.64368,341.95468,346.26566,350.32886,354.39209,359.69409,364.99609,369.30707,373.61804,376.59116,379.56424,383.23105,386.89786,387.93842,388.97900,388.78079,388.58261,387.88889,387.19516,385.75815,384.32117,383.72656,383.13193,383.23105,383.33014,384.27161,385.21310,387.29425,389.37543,393.48819,397.60095,403.10117,408.60138,414.89444,421.18747,428.07510,434.96277,442.14774,449.33270,456.86450,464.39633,470.24341,476.09048,480.84741,485.60437,489.86578,494.12723,497.05075,499.97430,502.10501,504.23572,506.61420,508.99265,510.42966,511.86664,514.04694,516.22717,518.45697,520.68683,524.99780,529.30878,534.80896,540.30920,544.27332,548.23743,552.44928,556.66119,561.61633,566.57147,571.22931,575.88715,579.10797,582.32886,586.83801,591.34717,595.26178,599.17633,601.95123,604.72607,609.08661,613.44714,618.00586,622.56464,625.24042,627.91620,631.63251,635.34888,638.02466,640.70044,644.06995,647.43945,652.29547,657.15155,660.02551,662.89954,666.91321,670.92682,673.80084,676.67480,682.76965,688.86450,693.42322,697.98193,703.13531,708.28864,713.59064,718.89264,724.49200,730.09131,733.01483,735.93835,736.23566,736.53302,735.49243,734.45184,728.45612,722.46039,713.98706,705.51379,696.19812,686.88245,672.61157,658.34076,643.92133,629.50183,612.90210,596.30237,581.73419,567.16608,553.09344,539.02087,526.63300,514.24512,503.39334,492.54156,481.44205,470.34253,462.26563,454.18875,451.31476,448.44077,442.44504,436.44931,429.51212,422.57489,414.94397,407.31305,397.25409,387.19516,374.55954,361.92392,345.77014,329.61636,313.06616,296.51596,278.72699,260.93802,242.95084,224.96365,206.28276,187.60185,172.88507,158.16827,145.78041,133.39255,122.59032,111.78811,101.35257,90.917030,84.227585,77.538132,71.963593,66.389053,61.983929,57.578804,53.317375,49.055950,46.246384,43.436813,41.266460,39.096107,37.436131,35.776157,33.858517,31.940874,30.746685,29.552494,28.720030,27.887566,26.837074,25.786583,25.191965,24.597347,24.126610,23.655870,23.328831,23.001789,22.664841,22.327890,22.065268,21.802645,21.683722,21.564798,21.272444,20.980091,20.786840,20.593590,20.781885,20.970181,20.940451,20.910719,21.044508,21.178297,21.376503,21.574709,21.515247,21.455786,21.668858,21.881927,21.995895,22.109863,22.461679,22.813496,23.061253,23.309010,24.007685,24.706362,25.187010,25.667660,26.207771,26.747881,27.580345,28.412809,29.111486,29.810162,30.910204,32.010246,32.471073,32.931904,33.833740,34.735577,35.949589,37.163597,37.862274,38.560951,39.467743,40.374535,41.543949,42.713364,43.907555,45.101746,46.627930,48.154114,49.487049,50.819984
