Wavelength_nm,AZURITE EF Glair,AZURITE EF GA,BUCKTHORN Pure,BURNT UMBER Glair,BURNT UMBER GA,CALCITE Glair,CALCITE GA,CARMINE GA,CINNABAR Glair,CINNABAR GA,GAMBOGE GA,HEMATITE Glair,INDIGO GA,INDIAN YELLOW INK,LAPISLAZULI Glair,LAPISLAZULI GA,LEAD TIN YELLOW Glair,LEAD TIN YELLOW GA,LEAD WHITE Glair,LEAD WHITE GA,MINIUM Glair,MINIUM GA,MALACHITE Glair,MALACHITE GA,YELLOW OCKER Glair,YELLOW OCKER GA,ORPIMENT Glair,ORPIMENT GA,SAFFRON GA,SMALT Glair,SMALT GA,VERDIGRIS Glair,VERDIGRIS GA
3180.651926,0.933185,0.703979,0.928044,1.62257,0.921464,0.506164,1.06466,1.29789,0.513213,0.921782,0.515066,0.83123,0.93086,0.953568,1.03448,0.866519,0.95942,1.02356,0.64553,0.702716,0.53205,0.783149,1.05329,0.818132,1.21909,0.770657,0.507075,0.821437,0.681411,0.545921,0.422531,1.31208,1.10861
3182.538433,0.930153,0.700997,0.929102,1.60861,0.922849,0.500536,1.06752,1.3037,0.511515,0.923301,0.515083,0.830373,0.937903,0.955321,1.02903,0.859992,0.956749,1.02242,0.645866,0.704732,0.531327,0.787832,1.05085,0.819042,1.2157,0.772598,0.504788,0.821564,0.679068,0.538704,0.416051,1.30823,1.10569
3184.42718,0.924836,0.697607,0.928188,1.59963,0.921154,0.495598,1.06724,1.30867,0.509393,0.917711,0.516625,0.826795,0.943364,0.956234,1.02646,0.853507,0.953624,1.02514,0.646117,0.705518,0.531282,0.792682,1.04605,0.823683,1.21196,0.769521,0.504713,0.822289,0.673318,0.525702,0.419592,1.30438,1.09733
3186.31817,0.919113,0.693349,0.92538,1.5919,0.92195,0.494298,1.06544,1.31221,0.507771,0.915256,0.517825,0.823582,0.945615,0.962842,1.02501,0.851274,0.952979,1.02973,0.646566,0.705645,0.53132,0.79543,1.04446,0.827685,1.20813,0.766806,0.506412,0.823129,0.670056,0.516774,0.425266,1.30902,1.09087
3188.211407,0.914265,0.686795,0.923698,1.58874,0.922343,0.493161,1.06164,1.31159,0.505241,0.914935,0.519593,0.821257,0.944578,0.969818,1.02185,0.850852,0.952979,1.02976,0.644716,0.707375,0.530004,0.794639,1.04422,0.824557,1.202,0.763612,0.506359,0.823265,0.669372,0.51489,0.426768,1.30953,1.08698
3190.106896,0.91113,0.681223,0.92453,1.59076,0.922204,0.491296,1.06264,1.3082,0.503393,0.915407,0.522365,0.819555,0.94373,0.972188,1.02017,0.851842,0.952777,1.03011,0.641733,0.710067,0.529435,0.79402,1.0428,0.818163,1.2027,0.761799,0.5052,0.82694,0.669381,0.516756,0.428964,1.31112,1.08698
3192.004639,0.907988,0.679174,0.926131,1.58996,0.921909,0.488764,1.0626,1.3024,0.501775,0.914137,0.524171,0.817398,0.937651,0.968016,1.0176,0.848942,0.950549,1.03173,0.638559,0.710929,0.52861,0.791479,1.04077,0.814922,1.20147,0.75906,0.505192,0.830425,0.66659,0.518539,0.428645,1.31332,1.08278
3193.904642,0.904291,0.679307,0.926147,1.59331,0.917912,0.485796,1.06655,1.29714,0.500891,0.911651,0.52589,0.815052,0.933835,0.965293,1.01376,0.845142,0.947066,1.03403,0.635926,0.709806,0.527704,0.786873,1.03845,0.818052,1.19875,0.760583,0.505292,0.831245,0.666028,0.521671,0.426527,1.31791,1.07707
3195.806908,0.900612,0.6776,0.922622,1.59914,0.911271,0.482385,1.06843,1.29424,0.498508,0.911799,0.529134,0.811707,0.935571,0.964255,1.00946,0.842922,0.943988,1.03129,0.631269,0.704447,0.528096,0.778757,1.03411,0.813517,1.19863,0.761345,0.503898,0.82733,0.664645,0.5213,0.425709,1.31488,1.07457
3197.711441,0.89795,0.676684,0.917625,1.60574,0.913702,0.480563,1.06704,1.29614,0.496595,0.915242,0.532053,0.809066,0.93589,0.966622,1.00581,0.843266,0.943553,1.02424,0.628928,0.698127,0.528639,0.772416,1.02998,0.804284,1.20305,0.761674,0.502602,0.82225,0.663344,0.520095,0.426741,1.30423,1.07706
3199.618246,0.894083,0.676116,0.913429,1.61218,0.914814,0.480156,1.06506,1.29427,0.495536,0.915767,0.527862,0.807601,0.929786,0.967643,1.00254,0.843006,0.943268,1.01108,0.628298,0.693269,0.528053,0.767936,1.02442,0.793439,1.2045,0.758133,0.500719,0.816678,0.662019,0.517203,0.424315,1.29065,1.08119
3201.527326,0.89109,0.675181,0.911898,1.61843,0.91337,0.479534,1.06462,1.28712,0.495056,0.914726,0.520096,0.806396,0.925928,0.964862,1.00035,0.843538,0.942946,1.00429,0.629192,0.689113,0.527694,0.768575,1.01702,0.785531,1.20848,0.750009,0.499623,0.810682,0.662242,0.518214,0.421804,1.27972,1.08525
3203.438686,0.888749,0.672885,0.911559,1.61812,0.909064,0.477022,1.05863,1.27993,0.494532,0.911822,0.514525,0.804232,0.926404,0.963842,0.997452,0.843367,0.94271,1.00308,0.63051,0.683085,0.526289,0.767813,1.00797,0.78309,1.2086,0.740019,0.498368,0.803835,0.66232,0.518347,0.415133,1.27155,1.08926
3205.352329,0.88728,0.670186,0.912352,1.61415,0.904886,0.474067,1.05191,1.27537,0.49353,0.909505,0.514983,0.802788,0.931726,0.96824,0.994976,0.841095,0.942236,0.998676,0.633155,0.680217,0.525264,0.762564,1.00104,0.783777,1.20543,0.735503,0.49622,0.801627,0.662148,0.51702,0.404876,1.27223,1.095
3207.26826,0.886197,0.666544,0.914901,1.60754,0.900497,0.469722,1.04536,1.2707,0.492318,0.904891,0.515747,0.802329,0.933079,0.972312,0.992218,0.835068,0.940634,0.99329,0.633296,0.682555,0.523941,0.757266,0.99921,0.782437,1.19739,0.730824,0.493138,0.80182,0.659978,0.518942,0.393589,1.26819,1.09431
3209.186482,0.88483,0.663334,0.919552,1.60198,0.897557,0.464726,1.04417,1.27029,0.492079,0.895291,0.515427,0.800782,0.929611,0.976407,0.990262,0.830133,0.939105,0.993172,0.632496,0.686683,0.522813,0.757357,0.998892,0.781548,1.18767,0.724589,0.492056,0.800674,0.657331,0.521436,0.391283,1.25681,1.09228
3211.107001,0.883082,0.660223,0.922706,1.5955,0.890598,0.461002,1.04363,1.26991,0.490969,0.884848,0.512665,0.799321,0.924877,0.97588,0.988619,0.826912,0.937123,0.994063,0.632147,0.688848,0.521267,0.757145,0.997347,0.777166,1.18243,0.718034,0.492184,0.79685,0.655965,0.520924,0.39765,1.25914,1.09399
3213.029819,0.884206,0.658136,0.922951,1.58859,0.888868,0.459832,1.04316,1.26984,0.489247,0.881604,0.511616,0.800147,0.922391,0.973859,0.98755,0.822709,0.936486,0.997317,0.632934,0.691171,0.519923,0.75745,0.997943,0.772999,1.18127,0.713137,0.491389,0.795649,0.653348,0.51923,0.404941,1.27201,1.0964
3214.954942,0.885939,0.656372,0.921381,1.57958,0.891001,0.45808,1.042,1.26921,0.487274,0.880628,0.513533,0.801655,0.917426,0.972784,0.984701,0.815632,0.935994,0.994947,0.633771,0.691118,0.518616,0.757823,0.996422,0.770078,1.17897,0.708998,0.48804,0.79506,0.646641,0.514109,0.40436,1.2729,1.09581
3216.882373,0.885188,0.654733,0.919142,1.57545,0.897006,0.456289,1.04134,1.26822,0.48785,0.877359,0.514795,0.803081,0.914979,0.969915,0.981961,0.81055,0.935241,0.991728,0.633301,0.691064,0.517797,0.760334,0.993837,0.770041,1.17937,0.708676,0.486529,0.795432,0.640745,0.511511,0.402068,1.2721,1.0983
3218.812117,0.88135,0.652678,0.912971,1.5702,0.898473,0.454445,1.04122,1.26598,0.488587,0.873039,0.51646,0.803685,0.912502,0.963252,0.978767,0.80561,0.933622,0.989089,0.631785,0.690766,0.516245,0.761702,0.99055,0.768954,1.1759,0.708749,0.487386,0.79648,0.635242,0.508059,0.398851,1.27407,1.09587
3220.744177,0.877324,0.649182,0.907957,1.56221,0.893011,0.453816,1.0403,1.26349,0.488929,0.872397,0.51822,0.805022,0.914544,0.962292,0.977087,0.80146,0.932615,0.984837,0.633073,0.687876,0.515163,0.759687,0.985747,0.772205,1.16772,0.712889,0.488844,0.795964,0.632172,0.504996,0.396788,1.27294,1.09055
3222.678558,0.873868,0.643455,0.904353,1.55531,0.88762,0.454073,1.03418,1.26199,0.488642,0.874356,0.52003,0.806307,0.91444,0.962679,0.974896,0.798315,0.931459,0.975316,0.633631,0.681635,0.515756,0.75558,0.980232,0.773309,1.16199,0.720271,0.490042,0.792185,0.633163,0.504238,0.398905,1.26522,1.0892
3224.615264,0.870982,0.638622,0.901439,1.55558,0.888638,0.456117,1.0327,1.26267,0.48873,0.876747,0.520957,0.806989,0.907192,0.963851,0.972301,0.797463,0.931716,0.966258,0.63395,0.676335,0.51611,0.753799,0.977171,0.769514,1.16488,0.726337,0.491062,0.789185,0.638005,0.503772,0.402782,1.26002,1.09087
3226.554299,0.868345,0.631937,0.900438,1.56237,0.891083,0.459607,1.03156,1.25613,0.487454,0.877138,0.518507,0.806257,0.900589,0.963175,0.971638,0.797271,0.932637,0.956186,0.633443,0.671248,0.515241,0.754336,0.974457,0.761004,1.16962,0.730437,0.491638,0.785728,0.641998,0.499793,0.40357,1.25274,1.09111
3228.495667,0.868099,0.624565,0.899505,1.56867,0.894109,0.462529,1.02781,1.24663,0.486508,0.877107,0.519981,0.803952,0.902504,0.962724,0.973491,0.800594,0.933659,0.953843,0.633952,0.666183,0.514741,0.759156,0.970757,0.758303,1.17569,0.731772,0.492599,0.783638,0.645098,0.499207,0.405208,1.24254,1.09186
3230.439373,0.8676,0.61811,0.897182,1.56869,0.893212,0.461864,1.02237,1.24356,0.48583,0.874476,0.523346,0.800923,0.904703,0.963517,0.976052,0.804338,0.933257,0.954787,0.632674,0.6636,0.513804,0.759659,0.966338,0.759909,1.17551,0.731734,0.491703,0.781694,0.647054,0.499884,0.401413,1.23612,1.09211
3232.385421,0.867953,0.612259,0.897386,1.56999,0.895004,0.461095,1.01458,1.24507,0.484905,0.870759,0.52751,0.799252,0.90501,0.966692,0.977964,0.805949,0.932523,0.955361,0.630719,0.664016,0.51343,0.757624,0.963776,0.759821,1.17414,0.736453,0.490348,0.780695,0.650274,0.504318,0.397808,1.23584,1.09135
3234.333815,0.869572,0.60639,0.900198,1.57489,0.899064,0.461047,1.00455,1.24317,0.484355,0.865413,0.528931,0.797392,0.899247,0.969118,0.977226,0.806409,0.931317,0.953606,0.629042,0.663839,0.513387,0.75598,0.962205,0.754804,1.17021,0.74056,0.489571,0.780969,0.652028,0.512382,0.395146,1.23222,1.08561
3236.284559,0.871302,0.601223,0.903475,1.57953,0.899875,0.461924,1.00628,1.24176,0.485936,0.861222,0.527271,0.79465,0.888433,0.969473,0.975232,0.809127,0.929216,0.950791,0.628919,0.66383,0.514351,0.757843,0.959923,0.749733,1.16703,0.743519,0.489946,0.781055,0.654459,0.518628,0.398678,1.23075,1.08478
3238.237657,0.872703,0.597727,0.903037,1.57692,0.89658,0.462768,1.01345,1.24007,0.487581,0.857984,0.522838,0.79283,0.881605,0.965772,0.972515,0.807346,0.925839,0.95011,0.628774,0.663374,0.515943,0.757389,0.958423,0.743794,1.16422,0.744721,0.489993,0.78008,0.654523,0.516856,0.406805,1.24006,1.08809
3240.193115,0.874604,0.598633,0.900713,1.57221,0.89684,0.465185,1.02263,1.24014,0.48912,0.856182,0.520701,0.79257,0.882402,0.962144,0.972395,0.800282,0.924259,0.956604,0.62748,0.662203,0.517729,0.753369,0.959951,0.73691,1.15833,0.746255,0.48893,0.779342,0.648778,0.508581,0.412674,1.25167,1.09024
3242.150936,0.874576,0.600183,0.897721,1.56899,0.895973,0.466644,1.03502,1.2398,0.491608,0.852909,0.518982,0.792639,0.883535,0.959948,0.972839,0.792381,0.924916,0.960931,0.624396,0.659243,0.518859,0.746301,0.9602,0.730238,1.15051,0.747796,0.486966,0.77826,0.640424,0.498948,0.410209,1.25849,1.08967
3244.111124,0.873031,0.59937,0.891994,1.56752,0.896231,0.466733,1.04712,1.23773,0.494451,0.848137,0.518281,0.793121,0.886854,0.959187,0.972455,0.786384,0.926045,0.965798,0.622437,0.657239,0.519464,0.742122,0.957724,0.727644,1.14969,0.750392,0.48703,0.778501,0.638321,0.495127,0.403854,1.26654,1.08889
3246.073683,0.871619,0.59831,0.883421,1.56065,0.895341,0.465075,1.05208,1.23254,0.495481,0.843987,0.518718,0.794559,0.887774,0.955108,0.971219,0.780153,0.92671,0.968286,0.622277,0.655033,0.519374,0.739839,0.952806,0.726096,1.14907,0.746877,0.487422,0.776161,0.637671,0.493387,0.399289,1.26995,1.08284
3248.038619,0.871571,0.598458,0.880532,1.55443,0.89653,0.462677,1.05166,1.229,0.495298,0.840694,0.516879,0.796975,0.889517,0.954281,0.972531,0.774257,0.927616,0.969259,0.622823,0.652536,0.519792,0.738853,0.946963,0.729757,1.14502,0.742456,0.488512,0.772488,0.636614,0.496678,0.403168,1.26604,1.07817
3250.005935,0.870057,0.597014,0.881502,1.54944,0.898477,0.460742,1.04938,1.22576,0.493972,0.837185,0.514304,0.798744,0.8886,0.957801,0.972959,0.768532,0.92705,0.968872,0.621616,0.649157,0.519102,0.738296,0.941398,0.733531,1.14064,0.737676,0.490048,0.76906,0.635038,0.49751,0.408034,1.25961,1.07724
3251.975635,0.867007,0.595164,0.881572,1.54809,0.900826,0.461443,1.0503,1.22485,0.493287,0.836491,0.514035,0.800309,0.885643,0.965404,0.973415,0.762962,0.927496,0.969108,0.620054,0.647445,0.518124,0.735528,0.939277,0.736494,1.13872,0.728448,0.491431,0.766042,0.629987,0.493494,0.408737,1.25801,1.0784
3253.947725,0.86481,0.593554,0.878931,1.54898,0.901401,0.462478,1.04643,1.22292,0.492352,0.835012,0.515162,0.801256,0.885331,0.967506,0.97404,0.757938,0.928722,0.967822,0.620435,0.64605,0.517023,0.73029,0.939545,0.738658,1.134,0.719895,0.492641,0.762079,0.623488,0.489805,0.406356,1.25359,1.07609
3255.922208,0.864823,0.594133,0.874021,1.54607,0.899029,0.462063,1.03667,1.22322,0.491476,0.832626,0.518229,0.801692,0.88729,0.967332,0.974108,0.754306,0.929712,0.965251,0.622442,0.646644,0.515437,0.727439,0.94035,0.744171,1.1347,0.71607,0.493136,0.758066,0.622124,0.493008,0.405278,1.2501,1.07301
3257.899088,0.864372,0.593504,0.869511,1.54068,0.894201,0.459555,1.02766,1.22559,0.490527,0.830455,0.51796,0.801146,0.885081,0.969026,0.974727,0.749615,0.929283,0.958155,0.622354,0.648597,0.513103,0.722911,0.939712,0.747285,1.14057,0.716013,0.490929,0.754359,0.620029,0.497717,0.398441,1.2477,1.07148
3259.878371,0.864552,0.589686,0.869074,1.53788,0.893689,0.458953,1.01838,1.22533,0.489545,0.828974,0.517783,0.800367,0.882528,0.972545,0.975232,0.745091,0.928206,0.952248,0.62242,0.648615,0.512551,0.7201,0.93807,0.748589,1.146,0.720013,0.489618,0.753703,0.617498,0.502331,0.387883,1.24282,1.06784
3261.86006,0.864342,0.583814,0.870567,1.53664,0.894659,0.459827,1.01215,1.21874,0.488544,0.826064,0.517086,0.798741,0.876566,0.973247,0.97243,0.741634,0.927022,0.945584,0.621714,0.64668,0.513437,0.719144,0.935373,0.747714,1.14603,0.72198,0.489065,0.75477,0.613275,0.504086,0.378215,1.23488,1.06217
3263.84416,0.863029,0.57877,0.872604,1.53485,0.890867,0.460309,1.01359,1.21519,0.488626,0.824941,0.513901,0.796572,0.869651,0.969813,0.968589,0.739695,0.926332,0.940567,0.620242,0.646259,0.513997,0.721549,0.933128,0.745626,1.14773,0.723153,0.487574,0.756272,0.612013,0.505323,0.375048,1.23457,1.06027
3265.830675,0.861561,0.575288,0.873497,1.52733,0.885075,0.460774,1.0124,1.21643,0.487679,0.82418,0.509193,0.794704,0.86824,0.962267,0.965186,0.734558,0.925867,0.936625,0.619301,0.643769,0.514281,0.722196,0.931272,0.73869,1.14637,0.725523,0.485339,0.755308,0.611539,0.500146,0.373038,1.23725,1.05964
3267.819609,0.860979,0.572492,0.874303,1.5226,0.882467,0.462888,1.01245,1.21479,0.486678,0.823864,0.507091,0.793033,0.872882,0.96051,0.964462,0.72756,0.927898,0.932905,0.619302,0.640337,0.514155,0.720636,0.929907,0.73069,1.14037,0.732,0.482877,0.752594,0.609236,0.492596,0.368022,1.24007,1.0627
3269.810968,0.860283,0.568789,0.87407,1.52275,0.8779,0.462905,1.01317,1.20811,0.48604,0.82274,0.505998,0.789738,0.875262,0.960662,0.962635,0.72409,0.930288,0.925818,0.6193,0.637836,0.513816,0.718119,0.927,0.723936,1.13841,0.73903,0.479688,0.749524,0.606085,0.488471,0.358495,1.23855,1.06312
3271.804755,0.860704,0.56522,0.872459,1.52332,0.874521,0.461748,1.01383,1.20357,0.484237,0.820377,0.505156,0.786305,0.878168,0.958565,0.957998,0.72576,0.930948,0.921163,0.619902,0.634995,0.513544,0.719516,0.921954,0.72034,1.14384,0.743913,0.477553,0.746103,0.609527,0.486584,0.350914,1.23158,1.05889
3273.800975,0.861478,0.562819,0.870603,1.52277,0.870954,0.459999,1.01368,1.19974,0.481861,0.817809,0.502585,0.784782,0.8815,0.952674,0.953217,0.726108,0.930037,0.919274,0.618535,0.630416,0.511952,0.722627,0.915223,0.715588,1.14259,0.744091,0.475731,0.741622,0.614494,0.482863,0.350493,1.2246,1.05236
3275.799633,0.861413,0.561937,0.87144,1.52125,0.869588,0.457703,1.01179,1.19771,0.480312,0.816073,0.502849,0.784229,0.88385,0.949959,0.95053,0.725674,0.928807,0.920481,0.616073,0.626082,0.510009,0.72389,0.908528,0.711565,1.13289,0.742266,0.475565,0.739965,0.615906,0.482409,0.355318,1.22356,1.04951
3277.800732,0.858895,0.560188,0.871008,1.51511,0.86908,0.456173,1.00657,1.19619,0.479401,0.814278,0.503489,0.784037,0.882391,0.947736,0.946459,0.726431,0.926839,0.922017,0.615449,0.622842,0.507364,0.719487,0.902281,0.711099,1.11952,0.737667,0.475915,0.738769,0.613778,0.480094,0.353305,1.22387,1.04974
3279.804278,0.855471,0.557386,0.868963,1.51274,0.868631,0.455984,1.00319,1.19688,0.479886,0.81298,0.503757,0.784844,0.881469,0.945429,0.942631,0.726447,0.92482,0.924738,0.617548,0.621761,0.504422,0.713228,0.898164,0.712451,1.11003,0.733037,0.476058,0.737034,0.609863,0.48016,0.349159,1.22583,1.05285
3281.810274,0.852095,0.554741,0.865555,1.51235,0.867943,0.453775,0.997594,1.1969,0.479061,0.809509,0.50844,0.785189,0.881909,0.938439,0.939086,0.72216,0.921665,0.926552,0.619826,0.619167,0.500679,0.707422,0.895727,0.70831,1.10393,0.732272,0.475388,0.734276,0.606039,0.481175,0.349957,1.2248,1.05087
3283.818726,0.851486,0.552961,0.862732,1.50921,0.868745,0.450935,0.994698,1.19669,0.47715,0.806572,0.515568,0.785233,0.88142,0.930724,0.937107,0.716858,0.917026,0.925407,0.620139,0.61779,0.497467,0.70139,0.893333,0.701761,1.10539,0.735714,0.473453,0.731796,0.605427,0.48162,0.354111,1.21955,1.04689
3285.829638,0.851772,0.549282,0.860435,1.50111,0.870281,0.448821,0.998859,1.19396,0.475827,0.80275,0.519635,0.78502,0.879374,0.930613,0.936504,0.714264,0.911433,0.922094,0.617397,0.617051,0.495634,0.695709,0.888682,0.694704,1.10631,0.737422,0.470928,0.731406,0.603965,0.483234,0.351915,1.21028,1.04545
3287.843014,0.850988,0.54479,0.859843,1.49225,0.875218,0.447851,1.00436,1.19105,0.474397,0.79702,0.522013,0.784734,0.87772,0.936209,0.935663,0.71387,0.90744,0.924669,0.613914,0.615614,0.494958,0.694102,0.884162,0.690328,1.10433,0.738081,0.469611,0.732078,0.603454,0.486263,0.349593,1.20561,1.04407
3289.858859,0.848214,0.541209,0.860444,1.48599,0.877853,0.446696,1.00676,1.18871,0.471662,0.791882,0.521825,0.784024,0.87388,0.938864,0.933969,0.711931,0.905085,0.928765,0.609772,0.615617,0.493433,0.693158,0.881434,0.686983,1.105,0.734349,0.467409,0.730913,0.599708,0.486421,0.352158,1.2037,1.04041
3291.877177,0.846563,0.53808,0.860199,1.47989,0.877305,0.444958,1.00512,1.18728,0.468869,0.789515,0.519399,0.783305,0.869824,0.942556,0.932335,0.70944,0.90375,0.930738,0.608314,0.61667,0.491403,0.6925,0.879253,0.686671,1.10628,0.729366,0.464724,0.730136,0.598067,0.484241,0.356011,1.2043,1.03941
3293.897973,0.845705,0.534497,0.857304,1.47296,0.873503,0.442794,0.999553,1.18369,0.465527,0.786601,0.515223,0.78157,0.866146,0.946716,0.929595,0.70413,0.902273,0.926436,0.608701,0.616234,0.489448,0.690704,0.876382,0.684828,1.10094,0.725423,0.462004,0.729696,0.599991,0.480115,0.358627,1.20325,1.04048
3295.921252,0.845127,0.532454,0.854533,1.47167,0.867449,0.441411,1.00057,1.17869,0.462308,0.784265,0.513996,0.779023,0.864645,0.958317,0.92713,0.697626,0.901592,0.918384,0.609539,0.616475,0.48779,0.690897,0.873436,0.684525,1.09598,0.7234,0.459296,0.72924,0.598753,0.477462,0.361651,1.20411,1.04467
3297.947018,0.843604,0.532816,0.855263,1.47195,0.859808,0.438749,1.00354,1.17266,0.459448,0.781456,0.513494,0.775125,0.862316,0.971567,0.924443,0.69325,0.900001,0.913451,0.607529,0.616009,0.486263,0.690696,0.869939,0.68649,1.09354,0.722725,0.456093,0.728073,0.596804,0.475454,0.362763,1.20319,1.04922
3299.975276,0.842154,0.534733,0.857708,1.47246,0.855677,0.436122,1.00391,1.17017,0.457391,0.777844,0.511863,0.772257,0.860028,0.979746,0.921549,0.688132,0.897273,0.915385,0.602621,0.615075,0.484805,0.688698,0.86615,0.689877,1.09048,0.721543,0.45449,0.726873,0.599416,0.473329,0.366479,1.20582,1.05239
3302.00603,0.840773,0.535384,0.855758,1.47214,0.851543,0.434569,0.998794,1.16884,0.454921,0.773578,0.509873,0.771211,0.854836,0.981417,0.917391,0.680559,0.89431,0.917493,0.598286,0.612997,0.482061,0.683928,0.861887,0.689918,1.08334,0.719729,0.453898,0.724774,0.598779,0.467167,0.368129,1.21435,1.05048
3304.039285,0.839382,0.535287,0.851744,1.47013,0.851715,0.43308,0.990901,1.166,0.45206,0.771211,0.50837,0.769709,0.849357,0.978013,0.913848,0.676778,0.893217,0.91683,0.59854,0.610453,0.479962,0.675327,0.85742,0.688242,1.07809,0.718187,0.453489,0.724173,0.595248,0.461044,0.36765,1.22274,1.05086
3306.075045,0.836972,0.533826,0.848294,1.46813,0.853207,0.430414,0.984719,1.16196,0.448937,0.769929,0.503421,0.766755,0.844114,0.967387,0.911047,0.674949,0.892215,0.91108,0.600972,0.607885,0.478009,0.66707,0.852995,0.686513,1.073,0.717113,0.452165,0.723581,0.590074,0.456511,0.3667,1.22308,1.05396
3308.113316,0.834226,0.531286,0.848814,1.46972,0.854895,0.429444,0.986847,1.15908,0.446122,0.769529,0.500653,0.763218,0.841265,0.960014,0.908612,0.672482,0.890256,0.906634,0.602494,0.606107,0.475136,0.66556,0.850002,0.681469,1.07337,0.718364,0.450245,0.721904,0.583208,0.45622,0.369869,1.22234,1.05959
3310.154101,0.831345,0.529675,0.848387,1.46816,0.857909,0.429544,0.988096,1.15716,0.443467,0.76819,0.504783,0.760873,0.836692,0.954638,0.904926,0.669551,0.88699,0.902957,0.600993,0.603757,0.472232,0.662799,0.84547,0.671194,1.0732,0.720519,0.447685,0.718794,0.579118,0.454348,0.373497,1.22242,1.06361
3312.197406,0.830352,0.529697,0.846891,1.46473,0.861712,0.430501,0.991114,1.15816,0.442771,0.766221,0.507472,0.760468,0.831647,0.950188,0.900265,0.669861,0.883568,0.898681,0.598985,0.602516,0.471035,0.657517,0.839499,0.663189,1.06946,0.724027,0.445924,0.716681,0.578728,0.454439,0.37561,1.22106,1.06489
3314.243236,0.829404,0.52991,0.846247,1.46048,0.864264,0.431803,0.992595,1.15807,0.442945,0.763191,0.504939,0.759609,0.828027,0.95083,0.893505,0.672405,0.881051,0.894587,0.597022,0.599691,0.470186,0.656168,0.833627,0.658779,1.06373,0.726084,0.444323,0.716562,0.577582,0.456552,0.374714,1.21532,1.06511
3316.291593,0.827448,0.530002,0.847364,1.45678,0.867621,0.432465,0.98831,1.1588,0.442946,0.762191,0.503611,0.75805,0.82615,0.954323,0.887326,0.674188,0.879576,0.893398,0.595585,0.597875,0.468904,0.658329,0.830461,0.65789,1.06314,0.729333,0.441628,0.716607,0.578376,0.460062,0.372935,1.21072,1.06565
3318.342485,0.825902,0.528639,0.847848,1.45376,0.86826,0.431995,0.979569,1.16061,0.442116,0.763314,0.504003,0.757228,0.826494,0.953777,0.882222,0.672973,0.876707,0.89046,0.593967,0.598068,0.467017,0.659533,0.827399,0.658407,1.06303,0.728232,0.437637,0.715498,0.579908,0.460227,0.371329,1.20391,1.06133
3320.395915,0.827535,0.527787,0.84586,1.44994,0.869328,0.432294,0.975061,1.15998,0.441647,0.763006,0.504727,0.757032,0.828966,0.951895,0.878118,0.671782,0.873051,0.882722,0.592807,0.596362,0.465784,0.662523,0.82395,0.661131,1.05995,0.724212,0.433809,0.715256,0.581232,0.458049,0.372389,1.19521,1.05953
3322.451887,0.829333,0.528412,0.842686,1.443,0.864348,0.43191,0.977028,1.15822,0.441302,0.759301,0.504232,0.7561,0.830484,0.948152,0.874786,0.666873,0.868621,0.873928,0.591168,0.593424,0.465244,0.665099,0.821146,0.661674,1.05662,0.719183,0.430408,0.71452,0.582869,0.458156,0.370679,1.18887,1.05774
3324.510408,0.831331,0.529595,0.841506,1.43595,0.856178,0.431107,0.981864,1.15792,0.440545,0.756554,0.506805,0.755474,0.834539,0.949778,0.873552,0.659749,0.864628,0.869102,0.590606,0.592747,0.465073,0.665594,0.818735,0.66343,1.05718,0.717204,0.428061,0.713752,0.583668,0.458746,0.365281,1.18991,1.0563
3326.571481,0.832886,0.530979,0.841858,1.42898,0.8503,0.429446,0.979399,1.15331,0.439303,0.754596,0.507789,0.754545,0.838473,0.953048,0.872808,0.654646,0.860724,0.869717,0.58844,0.591718,0.463295,0.664355,0.816565,0.666019,1.0564,0.719065,0.426284,0.71369,0.586939,0.45706,0.357539,1.18923,1.05412
3328.635111,0.835908,0.532619,0.840682,1.4251,0.843949,0.429979,0.974586,1.15045,0.437983,0.751971,0.505914,0.753754,0.841218,0.953396,0.870829,0.651265,0.857307,0.872076,0.583829,0.590364,0.460597,0.662403,0.814395,0.666226,1.05374,0.720456,0.425908,0.712845,0.590905,0.454733,0.352835,1.18747,1.0482
3330.701302,0.840458,0.5329,0.836163,1.42304,0.836057,0.434662,0.973242,1.15065,0.434953,0.747627,0.506027,0.752503,0.842696,0.946594,0.867612,0.648401,0.856093,0.869592,0.578526,0.58787,0.45813,0.658618,0.81184,0.661423,1.04742,0.719536,0.42549,0.708743,0.589773,0.447308,0.350295,1.18792,1.04075
3332.770061,0.844905,0.535291,0.833252,1.42231,0.834464,0.441212,0.978382,1.14939,0.431884,0.746735,0.508645,0.750614,0.844947,0.936998,0.866099,0.64692,0.856981,0.865602,0.575399,0.586351,0.457631,0.655301,0.809653,0.657498,1.0432,0.718539,0.424664,0.704808,0.587063,0.439028,0.351979,1.19194,1.03928
3334.841391,0.847196,0.538809,0.833957,1.42129,0.834553,0.449298,0.985521,1.14644,0.428919,0.748564,0.511144,0.748813,0.843191,0.93031,0.865698,0.645085,0.857219,0.862244,0.572857,0.584956,0.45756,0.655312,0.808112,0.654047,1.0406,0.715685,0.423298,0.702442,0.582672,0.431824,0.353073,1.19683,1.04187
