Wavenumbers,AZURITE - GAMBOGE GA on Paper,AZURITE - GAMBOGE GA on Parchment,AZURITE - LEAD WHITE Glair on Paper,AZURITE - LEAD WHITE Glair on Parchment,AZURITE - LEAD WHITE GA on Paper,AZURITE - LEAD WHITE GA on Parchment,CARMINE - GAMBOGE GA on Paper,CARMINE - GAMBOGE GA on Parchment,CARMINE - LEAD WHITE GA on Paper,CARMINE - LEAD WHITE GA on Parchment,CINNABAR - LEAD TIN YELLOW - LEAD WHITE Glair on Paper,CINNABAR - LEAD TIN YELLOW - LEAD WHITE Glair on Parchment,CINNABAR - LEAD TIN-YELLOW - LEAD WHITE GA on Paper,CINNABAR - LEAD TIN YELLOW - LEAD WHITE GA on Parchment,CINNABAR - LEAD WHITE Glair on Paper,CINNABAR - LEAD WHITE Glair on Parchment,CINNABAR - LEAD WHITE GA on Paper,CINNABAR - LEAD WHITE GA on Parchment,GAMBOGE - MALACHITE GA on Paper,GAMBOGE - MALACHITE GA on Parchment,GAMBOGE - VERDIGRIS GA on Paper,GAMBOGE - VERDIGRIS GA on Parchment,INDIGO - ORPIMENT GA on Paper,INDIGO - ORPIMENT GA on Parchment,LEAD TIN YELLOW - LEAD WHITE Glair on Paper,LEAD TIN YELLOW - LEAD WHITE Glair on Parchment,LEAD TIN YELLOW - LEAD WHITE GA on Paper,LEAD TIN YELLOW - LEAD WHITE GA on Parchment,MINIUM - LEAD TIN YELLOW Glair on Paper,MINIUM - LEAD TIN YELLOW Glair on Parchment,MINIUM - LEAD TIN YELLOW GA on Paper,MINIUM - LEAD TIN YELLOW GA on Parchment,MALACHITE - LEAD WHITE Glair on Paper,MALACHITE - LEAD WHITE Glair on Parchment,MALACHITE - LEAD WHITE GA on Paper,MALACHITE - LEAD WHITE GA on Parchment,SAFFRON - GAMBOGE GA on Paper,SAFFRON - GAMBOGE GA on Parchment,VERDIGRIS - LEAD WHITE Glair on Paper,VERDIGRIS - LEAD WHITE Glair on Parchment,VERDIGRIS - LEAD WHITE GA on Paper,VERDIGRIS - LEAD WHITE GA on Parchment
3999.43359375,0.761635959148407,0.930343210697174,0.485203415155411,0.538636207580566,0.632729172706604,0.836648643016815,0.70916759967804,0.803202927112579,0.321368962526321,0.52623838186264,0.373498737812042,0.514635860919952,0.913620233535767,0.764910340309143,0.445241093635559,0.507767558097839,0.68135404586792,0.814881503582001,0.787815093994141,0.726474463939667,0.910690426826477,0.803549706935883,0.303744196891785,0.700711905956268,0.32015860080719,0.514635860919952,0.634211361408234,0.400704592466354,0.0749795809388161,0.361077457666397,0.87452507019043,0.517907202243805,0.440916508436203,0.362912267446518,0.746478021144867,0.782219052314758,0.420593082904816,0.741908073425293,0.484656184911728,0.805763423442841,0.760895192623138,0.763082683086395
3997.5699247892,0.783734023571014,0.93261307477951,0.478634268045425,0.536487996578217,0.630799412727356,0.843684136867523,0.714685916900635,0.803600966930389,0.316465944051743,0.520126521587372,0.372943073511124,0.520494222640991,0.9115931391716,0.777206897735596,0.444066077470779,0.504005551338196,0.674931704998016,0.814436972141266,0.790942490100861,0.728508293628693,0.923673808574677,0.807790040969849,0.305763870477676,0.701199531555176,0.321997612714767,0.520494222640991,0.626421928405762,0.399526327848434,0.126274079084396,0.36349093914032,0.865792810916901,0.526556432247162,0.441017836332321,0.360721111297607,0.744047582149506,0.772859752178192,0.416263103485107,0.740971565246582,0.481521219015121,0.802187025547028,0.760822832584381,0.778787076473236
3995.7062558284,0.803252577781677,0.935447692871094,0.47471821308136,0.5362828373909,0.632157862186432,0.849829256534576,0.721871674060822,0.80528324842453,0.312859445810318,0.513263583183289,0.370676964521408,0.523274064064026,0.91327315568924,0.785104632377625,0.442418187856674,0.503718435764313,0.669520318508148,0.816891729831696,0.787739872932434,0.736223578453064,0.940160691738129,0.805530190467834,0.308900415897369,0.703173577785492,0.3232681453228,0.523274064064026,0.618458390235901,0.39868551492691,0.158673465251923,0.363753497600555,0.855387985706329,0.535119235515594,0.441702991724014,0.361269950866699,0.746106922626495,0.761491239070892,0.413133680820465,0.742434918880463,0.477545827627182,0.79635089635849,0.763307571411133,0.792765259742737
3993.8425868676,0.804600119590759,0.941729366779327,0.473365277051926,0.535361468791962,0.642111539840698,0.858065366744995,0.728274762630463,0.805223941802979,0.311755061149597,0.512265920639038,0.368882596492767,0.527063608169556,0.905528426170349,0.793745338916779,0.447125375270844,0.508902668952942,0.663439691066742,0.835893511772156,0.79134738445282,0.747969150543213,0.939359307289124,0.802693426609039,0.309226959943771,0.696836352348328,0.322209924459457,0.527063608169556,0.610782384872437,0.399561673402786,0.143802046775818,0.361756354570389,0.852918267250061,0.534995555877686,0.439006745815277,0.365737974643707,0.73928838968277,0.758271038532257,0.411995261907578,0.740508675575256,0.470501780509949,0.788561344146729,0.769609034061432,0.780546963214874
3991.9789179068,0.801550924777985,0.946779012680054,0.473477721214294,0.537141144275665,0.646845400333405,0.856420755386353,0.724844813346863,0.815738916397095,0.313688367605209,0.5156569480896,0.367031127214432,0.530133783817291,0.90890246629715,0.792718052864075,0.44520777463913,0.509941756725311,0.660922825336456,0.83535498380661,0.79242867231369,0.744517028331757,0.932993292808533,0.810336828231812,0.306171268224716,0.700145125389099,0.319463223218918,0.530133783817291,0.607412755489349,0.400051265954971,0.13280513882637,0.362094074487686,0.861325979232788,0.535290360450745,0.438081473112106,0.367684811353683,0.740284085273743,0.766941428184509,0.409697890281677,0.739801526069641,0.466700702905655,0.784164071083069,0.773510456085205,0.783167779445648
3990.115248946,0.794278919696808,0.947662591934204,0.473581343889236,0.534009516239166,0.645397961139679,0.858324885368347,0.721047461032867,0.816773176193237,0.314405560493469,0.515139698982239,0.367601186037064,0.526229023933411,0.903868973255157,0.786472022533417,0.447141528129578,0.508726954460144,0.660113275051117,0.833152711391449,0.786276817321777,0.7441645860672,0.935524940490723,0.811926960945129,0.305436581373215,0.703644931316376,0.320001363754272,0.526229023933411,0.606672942638397,0.401705682277679,0.126230105757713,0.363478183746338,0.862235546112061,0.536702930927277,0.43779855966568,0.370279014110565,0.743130326271057,0.775513410568237,0.411196887493134,0.735403835773468,0.463337421417236,0.785755276679993,0.773674428462982,0.787477076053619
3988.2515799852,0.789573311805725,0.950392425060272,0.476415574550629,0.534771323204041,0.644382774829865,0.858275592327118,0.722119867801666,0.818528592586517,0.317913860082626,0.516615033149719,0.36758691072464,0.522938668727875,0.898501336574554,0.780432641506195,0.44770485162735,0.508595049381256,0.659193813800812,0.831784784793854,0.782380044460297,0.746958315372467,0.932444095611572,0.813901603221893,0.304451316595078,0.700414955615997,0.322208911180496,0.522938668727875,0.608569741249084,0.402561277151108,0.120524823665619,0.363152295351028,0.858307242393494,0.536853730678558,0.435422569513321,0.369819611310959,0.741723299026489,0.774705111980438,0.411507844924927,0.736674606800079,0.46411058306694,0.785574018955231,0.771322250366211,0.791229844093323
3986.3879110244,0.782629609107971,0.949558854103088,0.477583020925522,0.538818717002869,0.644017279148102,0.855439484119415,0.723186671733856,0.818519413471222,0.317937254905701,0.516826629638672,0.368034273386002,0.521669685840607,0.898786544799805,0.777081310749054,0.445744544267654,0.509806334972382,0.66128945350647,0.833824753761292,0.780160188674927,0.74912291765213,0.932545840740204,0.815817773342133,0.303382217884064,0.70156466960907,0.322894245386124,0.521669685840607,0.608778357505798,0.401804357767105,0.116900578141212,0.363236576318741,0.854048192501068,0.534591853618622,0.433900684118271,0.370676726102829,0.737539172172546,0.770359456539154,0.41062131524086,0.736022651195526,0.468274235725403,0.783972084522247,0.771512389183044,0.793849527835846
3984.5242420636,0.778506398200989,0.950705230236053,0.479063272476196,0.540796101093292,0.645361244678497,0.855822145938873,0.721768319606781,0.820107400417328,0.317977994680405,0.51864355802536,0.368329286575317,0.520700395107269,0.899005115032196,0.773960471153259,0.445042967796326,0.509823143482208,0.662026524543762,0.837241113185883,0.779578328132629,0.75192254781723,0.930000603199005,0.815835475921631,0.30260106921196,0.70081627368927,0.323986560106277,0.520700395107269,0.611641049385071,0.401845037937164,0.109529122710228,0.364136248826981,0.852802813053131,0.532324850559235,0.433295249938965,0.371248602867126,0.734232783317566,0.771248698234558,0.410945951938629,0.735643327236176,0.469281822443008,0.784632921218872,0.771527707576752,0.796034216880798
3982.66057310279,0.775274455547333,0.946652948856354,0.480115115642548,0.540810942649841,0.643882513046265,0.856046497821808,0.718691170215607,0.821507275104523,0.317307502031326,0.520403325557709,0.368738859891891,0.520626842975616,0.897313356399536,0.771967828273773,0.444783091545105,0.507762312889099,0.662729620933533,0.837243914604187,0.777260839939117,0.752029955387115,0.927322566509247,0.81645929813385,0.301639556884766,0.699537098407745,0.325232416391373,0.520626842975616,0.614191055297852,0.401626348495483,0.106430970132351,0.365162372589111,0.852126598358154,0.530728459358215,0.433135479688644,0.371115356683731,0.731740534305573,0.771585822105408,0.411751508712769,0.735892653465271,0.47065931558609,0.786403119564056,0.768809735774994,0.797328054904938
