Wavelength_nm,AZURITE - GAMBOGE GA on Paper,AZURITE - GAMBOGE GA on Parchment,AZURITE - LEAD WHITE Glair on Paper,AZURITE - LEAD WHITE Glair on Parchment,AZURITE - LEAD WHITE GA on Paper,AZURITE - LEAD WHITE GA on Parchment,CARMINE - GAMBOGE GA on Paper,CARMINE - GAMBOGE GA on Parchment,CARMINE - LEAD WHITE GA on Paper,CARMINE - LEAD WHITE GA on Parchment,CINNABAR - LEAD TIN YELLOW - LEAD WHITE Glair on Paper,CINNABAR - LEAD TIN YELLOW - LEAD WHITE Glair on Parchment,CINNABAR - LEAD TIN-YELLOW - LEAD WHITE GA on Paper,CINNABAR - LEAD TIN YELLOW - LEAD WHITE GA on Parchment,CINNABAR - LEAD WHITE Glair on Paper,CINNABAR - LEAD WHITE Glair on Parchment,CINNABAR - LEAD WHITE GA on Paper,CINNABAR - LEAD WHITE GA on Parchment,GAMBOGE - MALACHITE GA on Paper,GAMBOGE - MALACHITE GA on Parchment,GAMBOGE - VERDIGRIS GA on Paper,GAMBOGE - VERDIGRIS GA on Parchment,INDIGO - ORPIMENT GA on Paper,INDIGO - ORPIMENT GA on Parchment,LEAD TIN YELLOW - LEAD WHITE Glair on Paper,LEAD TIN YELLOW - LEAD WHITE Glair on Parchment,LEAD TIN YELLOW - LEAD WHITE GA on Paper,LEAD TIN YELLOW - LEAD WHITE GA on Parchment,MINIUM - LEAD TIN YELLOW Glair on Paper,MINIUM - LEAD TIN YELLOW Glair on Parchment,MINIUM - LEAD TIN YELLOW GA on Paper,MINIUM - LEAD TIN YELLOW GA on Parchment,MALACHITE - LEAD WHITE Glair on Paper,MALACHITE - LEAD WHITE Glair on Parchment,MALACHITE - LEAD WHITE GA on Paper,MALACHITE - LEAD WHITE GA on Parchment,SAFFRON - GAMBOGE GA on Paper,SAFFRON - GAMBOGE GA on Parchment,VERDIGRIS - LEAD WHITE Glair on Paper,VERDIGRIS - LEAD WHITE Glair on Parchment,VERDIGRIS - LEAD WHITE GA on Paper,VERDIGRIS - LEAD WHITE GA on Parchment
5062.037542,1.12699,1.24736,0.77176,0.919196,0.857246,1.15096,1.03958,1.17108,0.542524,0.94429,0.514152,0.826663,1.02022,1.07948,0.542129,0.651533,0.843164,1.10174,1.17895,1.11151,1.13791,1.04183,0.412303,0.896047,0.554138,0.826663,0.844039,0.765873,0.273549,0.58875,1.00783,0.832836,0.82237,0.774948,1.06968,1.1295,0.493635,0.979135,0.716836,1.15406,0.975423,1.11425
5066.817559,1.12615,1.24537,0.772018,0.919309,0.855147,1.14868,1.03886,1.17048,0.541864,0.945419,0.513035,0.826596,1.01742,1.07957,0.541134,0.650355,0.840703,1.09835,1.17899,1.11269,1.13859,1.04396,0.411711,0.896367,0.552925,0.826596,0.842865,0.765611,0.273203,0.588313,1.00444,0.832326,0.823244,0.776073,1.06998,1.13113,0.493026,0.97836,0.717978,1.16015,0.975925,1.11703
5071.606611,1.12635,1.24538,0.77308,0.920755,0.853879,1.1489,1.03862,1.16934,0.541358,0.948772,0.512317,0.827546,1.01593,1.07871,0.540816,0.649703,0.838907,1.09525,1.17784,1.11316,1.13724,1.04456,0.41148,0.896244,0.552572,0.827546,0.842244,0.765178,0.272836,0.588072,1.00231,0.831657,0.824324,0.777412,1.07197,1.13117,0.492623,0.97657,0.718567,1.16581,0.97631,1.11976
5076.404725,1.12852,1.24586,0.774265,0.923296,0.85317,1.15001,1.03806,1.16767,0.540996,0.951306,0.511845,0.828015,1.01439,1.07921,0.541406,0.648883,0.838086,1.09274,1.17655,1.11204,1.13553,1.0448,0.411057,0.895222,0.55286,0.828015,0.841926,0.764009,0.272454,0.587828,1.00077,0.830931,0.825615,0.778416,1.07535,1.13084,0.492118,0.974537,0.717966,1.16849,0.977156,1.12062
5081.211927,1.12905,1.24487,0.77533,0.925683,0.852875,1.15176,1.03894,1.16563,0.540819,0.951511,0.511651,0.826994,1.01311,1.07898,0.542416,0.648043,0.83797,1.09157,1.17599,1.11158,1.13359,1.0444,0.410324,0.894484,0.553727,0.826994,0.841424,0.762632,0.272599,0.587536,0.999802,0.829674,0.82665,0.779451,1.07847,1.13209,0.491634,0.973389,0.71658,1.16876,0.97831,1.12006
5086.028241,1.12762,1.245,0.776589,0.927956,0.85221,1.15356,1.04023,1.16452,0.540715,0.950925,0.511515,0.825685,1.01322,1.07702,0.543126,0.648395,0.837742,1.0907,1.17584,1.11101,1.13088,1.04196,0.409402,0.893727,0.55435,0.825685,0.840337,0.761441,0.272824,0.587454,1.00012,0.828012,0.826853,0.780671,1.07972,1.13347,0.491146,0.973267,0.714481,1.16775,0.977732,1.11917
5090.853695,1.12624,1.24789,0.777566,0.93027,0.851407,1.15366,1.03898,1.16357,0.540475,0.950752,0.511224,0.825175,1.01255,1.07591,0.543191,0.648929,0.8372,1.08949,1.17523,1.1092,1.12633,1.03796,0.408394,0.892819,0.554487,0.825175,0.838924,0.760472,0.272725,0.587366,1.00104,0.827061,0.827335,0.782084,1.07819,1.1345,0.49055,0.972928,0.71176,1.16517,0.975064,1.11824
5095.688314,1.12677,1.2528,0.77876,0.932297,0.851191,1.15227,1.03748,1.16223,0.539732,0.950474,0.510792,0.825101,1.01122,1.07542,0.543064,0.648757,0.836374,1.09009,1.17512,1.1076,1.11975,1.03411,0.407437,0.892548,0.554594,0.825101,0.837595,0.759981,0.2724,0.587239,1.00176,0.827205,0.828038,0.78353,1.07536,1.13586,0.489913,0.973066,0.708478,1.1613,0.973195,1.11759
5100.532124,1.12836,1.25677,0.780448,0.933805,0.850864,1.15039,1.03605,1.16313,0.538687,0.950154,0.510375,0.824827,1.01122,1.07453,0.543383,0.648493,0.835398,1.09159,1.17549,1.10768,1.1128,1.0296,0.406486,0.892329,0.554563,0.824827,0.83636,0.760137,0.271934,0.587693,1.00224,0.8272,0.828805,0.784763,1.07338,1.13707,0.489161,0.974474,0.704658,1.15774,0.972386,1.11648
5105.385152,1.12885,1.25771,0.782103,0.935015,0.849963,1.14747,1.03379,1.16624,0.538049,0.949664,0.510146,0.825271,1.01174,1.07372,0.544221,0.648742,0.835346,1.09205,1.17554,1.1098,1.10628,1.02338,0.405818,0.892277,0.554621,0.825271,0.835681,0.760744,0.271825,0.58845,1.00257,0.826407,0.830252,0.785407,1.07174,1.13663,0.488128,0.974152,0.701027,1.15312,0.970582,1.11283
5110.247423,1.12968,1.25828,0.783475,0.936713,0.849063,1.14452,1.03324,1.16835,0.537853,0.948669,0.509905,0.826324,1.01228,1.07273,0.54477,0.649222,0.836018,1.09163,1.1764,1.11261,1.09975,1.01732,0.405371,0.892937,0.55522,0.826324,0.835365,0.761591,0.271994,0.589128,1.00311,0.825354,0.831765,0.785448,1.06924,1.13434,0.486875,0.971658,0.697964,1.14668,0.967917,1.10879
5115.118965,1.13265,1.26063,0.784924,0.938864,0.848413,1.14326,1.03346,1.1688,0.537514,0.948399,0.509593,0.827901,1.01365,1.07136,0.544979,0.649502,0.836671,1.09175,1.17751,1.11341,1.09421,1.0133,0.404879,0.894019,0.556106,0.827901,0.834643,0.762556,0.271969,0.590365,1.00363,0.823915,0.833788,0.785987,1.0668,1.1319,0.485612,0.969768,0.695412,1.14107,0.964716,1.10681
5119.999804,1.13624,1.26399,0.787027,0.940958,0.847838,1.14272,1.03147,1.16935,0.536952,0.948185,0.509225,0.8299,1.01401,1.06997,0.544853,0.649304,0.836633,1.09145,1.1782,1.11254,1.09001,1.01139,0.404333,0.89482,0.556297,0.8299,0.83396,0.762848,0.271726,0.591419,1.00242,0.8217,0.835307,0.787062,1.06478,1.1301,0.484259,0.968821,0.6928,1.138,0.960624,1.105
5124.889966,1.13806,1.26543,0.788885,0.942494,0.846759,1.14096,1.02879,1.16955,0.53658,0.947101,0.50812,0.830566,1.01056,1.06858,0.543399,0.648337,0.834343,1.08939,1.17827,1.11111,1.08513,1.01064,0.403696,0.894987,0.555258,0.830566,0.832841,0.76229,0.271237,0.591111,0.998942,0.819521,0.834808,0.787552,1.06286,1.12862,0.482477,0.967692,0.689416,1.13609,0.955927,1.10269
5129.789478,1.13885,1.26401,0.790289,0.943632,0.845522,1.13831,1.02749,1.16808,0.536264,0.946029,0.506702,0.830433,1.00631,1.06817,0.54143,0.647516,0.830566,1.086,1.17766,1.10982,1.07957,1.00997,0.403148,0.894867,0.553851,0.830433,0.831842,0.761663,0.270356,0.590589,0.995695,0.818514,0.834136,0.78813,1.06214,1.12815,0.480393,0.965758,0.686158,1.13326,0.951743,1.10117
5134.698368,1.13898,1.2641,0.791938,0.946001,0.845095,1.13713,1.02681,1.16359,0.535523,0.945192,0.505885,0.83188,1.00467,1.0689,0.540085,0.64734,0.827139,1.08242,1.17558,1.10953,1.07452,1.00914,0.40286,0.894725,0.553129,0.83188,0.831954,0.761118,0.26938,0.59053,0.993969,0.817791,0.834451,0.7894,1.06288,1.1276,0.478423,0.963458,0.683632,1.13109,0.949442,1.10051
5139.616661,1.13894,1.26582,0.794078,0.950233,0.845108,1.13777,1.02588,1.1568,0.534242,0.944683,0.50533,0.833991,1.00383,1.07093,0.539464,0.647747,0.824763,1.08097,1.17224,1.10849,1.0703,1.00816,0.40251,0.8937,0.553038,0.833991,0.832017,0.760235,0.268679,0.590424,0.991982,0.816905,0.835135,0.790595,1.06429,1.125,0.476318,0.961534,0.680939,1.1289,0.948414,1.10015
5144.544386,1.13823,1.26501,0.796249,0.954867,0.845373,1.13904,1.02499,1.15122,0.532899,0.94376,0.504799,0.834266,1.00189,1.07271,0.539001,0.648487,0.823284,1.08005,1.16944,1.10679,1.06717,1.00684,0.401616,0.891524,0.553305,0.834266,0.831176,0.758792,0.268431,0.590196,0.989059,0.816506,0.835599,0.791717,1.06523,1.12273,0.474108,0.960372,0.67817,1.12619,0.946448,1.10006
5149.481569,1.1361,1.26249,0.798606,0.958693,0.846455,1.141,1.02543,1.14853,0.531618,0.942204,0.504302,0.833835,0.999668,1.07196,0.538118,0.649311,0.821876,1.07887,1.16765,1.1059,1.06415,1.00527,0.400091,0.889674,0.553571,0.833835,0.829915,0.757287,0.268322,0.589609,0.986709,0.816219,0.835305,0.793196,1.06454,1.12232,0.472175,0.960226,0.675844,1.12507,0.943073,1.09974
5154.428237,1.13389,1.26245,0.801176,0.962702,0.847899,1.14307,1.02511,1.14828,0.530102,0.941451,0.503677,0.834124,0.997297,1.07104,0.537328,0.650478,0.819862,1.0792,1.16719,1.10564,1.06109,1.0038,0.398214,0.88819,0.553175,0.834124,0.828427,0.756186,0.267205,0.588961,0.98549,0.815777,0.834717,0.794785,1.06272,1.12276,0.470195,0.96069,0.673596,1.12504,0.939298,1.09924
5159.384418,1.13197,1.26408,0.803598,0.96723,0.849045,1.14387,1.02294,1.14843,0.528445,0.941612,0.502929,0.834378,0.993412,1.0718,0.53665,0.651365,0.817983,1.08142,1.16683,1.10622,1.05838,1.00245,0.396218,0.886445,0.552589,0.834378,0.826447,0.755682,0.265287,0.589305,0.984747,0.815645,0.835066,0.796391,1.06113,1.12363,0.468276,0.961174,0.671408,1.12655,0.935779,1.09994
5164.350139,1.13211,1.26516,0.806688,0.971163,0.8494,1.14335,1.02074,1.14882,0.526553,0.942023,0.502421,0.83435,0.990469,1.07201,0.536021,0.651987,0.817615,1.08588,1.16647,1.10812,1.05549,1.00088,0.393896,0.885074,0.552684,0.83435,0.824416,0.755623,0.263855,0.590587,0.984514,0.816089,0.836327,0.798148,1.06122,1.12458,0.466888,0.962128,0.669437,1.12945,0.933521,1.10135
5169.325428,1.13327,1.26476,0.809677,0.97397,0.848408,1.14309,1.01781,1.15149,0.524837,0.942459,0.502385,0.835052,0.990017,1.07081,0.536235,0.652799,0.818857,1.09081,1.16691,1.11001,1.05245,0.998562,0.391472,0.884394,0.552987,0.835052,0.822822,0.756019,0.265189,0.591833,0.984665,0.816629,0.837907,0.799617,1.06302,1.12513,0.465766,0.962926,0.667413,1.13084,0.931936,1.10158
5174.310313,1.13426,1.26219,0.811024,0.976063,0.847245,1.1436,1.0151,1.1555,0.523702,0.942512,0.5021,0.836068,0.988963,1.06898,0.536504,0.653127,0.820739,1.09394,1.16757,1.11115,1.05026,0.995939,0.389372,0.884005,0.552779,0.836068,0.821331,0.756582,0.263744,0.592301,0.983774,0.816388,0.839025,0.799771,1.06442,1.12522,0.46455,0.961757,0.665557,1.12954,0.929285,1.10009
5179.304821,1.13698,1.26014,0.811739,0.978093,0.84677,1.14396,1.01521,1.15813,0.522875,0.943287,0.50153,0.836766,0.98767,1.06706,0.536038,0.653215,0.822522,1.09551,1.16924,1.11201,1.05003,0.994839,0.387304,0.884395,0.552406,0.836766,0.819516,0.757035,0.262295,0.592645,0.981834,0.815344,0.840151,0.799444,1.06462,1.12583,0.463437,0.960326,0.664176,1.12915,0.926298,1.09902
5184.30898,1.14048,1.26061,0.812935,0.978937,0.845866,1.14444,1.01574,1.15847,0.522109,0.944345,0.50085,0.837678,0.986743,1.06498,0.535354,0.65316,0.823604,1.09715,1.17044,1.1116,1.05113,0.995248,0.385366,0.885425,0.551938,0.837678,0.81773,0.757303,0.260466,0.593276,0.979316,0.813896,0.841885,0.800222,1.06414,1.12622,0.462237,0.959484,0.662988,1.1302,0.923925,1.0995
5189.322819,1.1435,1.26194,0.813662,0.978539,0.84409,1.14481,1.0146,1.15883,0.521449,0.944473,0.499171,0.837108,0.983627,1.06234,0.533981,0.651549,0.822547,1.09772,1.17093,1.11023,1.05114,0.995178,0.383898,0.885514,0.550912,0.837108,0.815999,0.757558,0.258853,0.592985,0.976123,0.812249,0.842085,0.800333,1.06278,1.12695,0.460764,0.95759,0.661623,1.12968,0.92139,1.09884
5194.346364,1.1463,1.2622,0.814274,0.97956,0.842604,1.14426,1.01441,1.15957,0.520997,0.945609,0.496882,0.835344,0.980149,1.06014,0.532273,0.649309,0.820222,1.09595,1.17206,1.10907,1.04928,0.99445,0.382768,0.884407,0.550166,0.835344,0.814126,0.758371,0.25771,0.592544,0.97349,0.811439,0.8414,0.799216,1.06108,1.12878,0.459287,0.955128,0.660328,1.12817,0.919853,1.09699
5199.379646,1.14931,1.26224,0.81603,0.983582,0.842169,1.14326,1.0159,1.15845,0.520481,0.947323,0.495592,0.834947,0.978921,1.05906,0.531719,0.648534,0.818361,1.09279,1.17286,1.10866,1.04753,0.994325,0.381974,0.883316,0.550893,0.834947,0.813294,0.759256,0.256558,0.59336,0.972314,0.811675,0.841946,0.798949,1.06008,1.12898,0.458007,0.952729,0.659437,1.12637,0.92104,1.09506
5204.422691,1.15299,1.2631,0.818953,0.989872,0.842619,1.14265,1.01769,1.15568,0.519731,0.947973,0.495493,0.836245,0.979367,1.05909,0.532324,0.648703,0.817141,1.08998,1.17244,1.10931,1.04688,0.994733,0.3817,0.883296,0.552345,0.836245,0.814441,0.759585,0.256029,0.594425,0.971747,0.811778,0.842663,0.799542,1.05922,1.12839,0.457368,0.951625,0.658481,1.12515,0.923409,1.09294
5209.475528,1.15713,1.26472,0.822907,0.996339,0.843588,1.14275,1.01928,1.15263,0.518807,0.948481,0.495587,0.837944,0.980318,1.06026,0.532926,0.648959,0.816633,1.08876,1.17041,1.11053,1.04656,0.994035,0.381719,0.882768,0.553077,0.837944,0.815786,0.75976,0.256819,0.594846,0.970927,0.811877,0.84245,0.799996,1.05752,1.12818,0.457073,0.952339,0.657465,1.12376,0.924323,1.09159
5214.538187,1.1609,1.26697,0.82779,1.00201,0.845194,1.1433,1.02001,1.15045,0.518213,0.948718,0.495453,0.839051,0.98046,1.06125,0.5332,0.649239,0.815844,1.08736,1.16918,1.11157,1.04617,0.992166,0.381496,0.880809,0.552921,0.839051,0.816276,0.760027,0.25795,0.594831,0.970187,0.812318,0.841743,0.800111,1.05493,1.12789,0.456656,0.953728,0.657134,1.12224,0.923008,1.09053
5219.610695,1.16404,1.27013,0.833735,1.00829,0.847471,1.14463,1.02019,1.14999,0.517918,0.948338,0.495315,0.840115,0.979845,1.06165,0.533602,0.649547,0.813819,1.08582,1.16933,1.11274,1.04582,0.990614,0.381139,0.879947,0.552447,0.840115,0.816709,0.76005,0.258428,0.594554,0.969939,0.813203,0.841378,0.800577,1.05304,1.12812,0.456139,0.95534,0.657363,1.12169,0.921067,1.08929
5224.693081,1.1667,1.27346,0.840457,1.01593,0.849994,1.14603,1.02003,1.15052,0.51764,0.948185,0.49549,0.841322,0.979616,1.06287,0.533985,0.65008,0.811468,1.08521,1.17003,1.11456,1.04635,0.990075,0.380853,0.880535,0.552443,0.841322,0.816931,0.759309,0.258226,0.594703,0.969789,0.814064,0.841741,0.801724,1.05346,1.12836,0.455462,0.957143,0.657697,1.12223,0.919622,1.08841
5229.785375,1.16993,1.27452,0.847952,1.02424,0.852564,1.14679,1.01909,1.15067,0.517385,0.948963,0.495938,0.842732,0.979301,1.06489,0.53407,0.650806,0.810715,1.08446,1.17025,1.11678,1.04764,0.99035,0.380283,0.88095,0.553398,0.842732,0.817303,0.757933,0.258573,0.595696,0.969501,0.814192,0.842788,0.803332,1.05548,1.12846,0.455075,0.958234,0.658191,1.12518,0.917788,1.08843
5234.887604,1.17553,1.2744,0.856264,1.03175,0.854482,1.14787,1.01731,1.15103,0.517238,0.950185,0.496606,0.844924,0.978795,1.06732,0.534474,0.651485,0.811875,1.08432,1.17008,1.1186,1.04808,0.991386,0.379507,0.882008,0.55459,0.844924,0.818109,0.75708,0.26006,0.596886,0.970375,0.814683,0.84453,0.80496,1.058,1.12892,0.455098,0.958249,0.658749,1.12811,0.916117,1.08947
5239.999799,1.18153,1.27475,0.864379,1.03805,0.856211,1.14927,1.01513,1.15188,0.517814,0.950836,0.497294,0.847476,0.97937,1.07012,0.535572,0.651839,0.813616,1.08598,1.17094,1.11859,1.04758,0.993315,0.379055,0.884015,0.555011,0.847476,0.818464,0.756895,0.262134,0.597664,0.972146,0.816023,0.846319,0.80595,1.05942,1.12983,0.455125,0.958054,0.658877,1.12855,0.914687,1.09056
5245.121989,1.18656,1.27539,0.8718,1.04382,0.85949,1.15079,1.01385,1.15247,0.518776,0.950875,0.497458,0.849406,0.97961,1.07208,0.536253,0.652108,0.815023,1.08777,1.17103,1.11759,1.04768,0.994792,0.378758,0.885854,0.554594,0.849406,0.818274,0.756555,0.260648,0.597755,0.972393,0.816788,0.847321,0.8066,1.05875,1.13185,0.455118,0.958487,0.658698,1.12865,0.912519,1.09191
5250.254202,1.19012,1.27714,0.879095,1.04919,0.863352,1.15118,1.0141,1.15304,0.519283,0.95115,0.49736,0.850515,0.979227,1.07309,0.53631,0.652838,0.815831,1.08807,1.1695,1.11612,1.04857,0.996049,0.378289,0.887635,0.554008,0.850515,0.817938,0.756899,0.260583,0.597552,0.971402,0.816598,0.848244,0.807521,1.05739,1.13385,0.454782,0.95977,0.658563,1.12974,0.911051,1.09384
5255.396468,1.1925,1.28057,0.886194,1.0542,0.866377,1.15066,1.01433,1.15365,0.519606,0.951667,0.497296,0.850852,0.979887,1.07365,0.536208,0.653368,0.81584,1.08833,1.16689,1.11395,1.04934,0.997906,0.377811,0.88862,0.553773,0.850852,0.81751,0.758334,0.260555,0.597483,0.97144,0.816781,0.849302,0.808619,1.05601,1.13444,0.454118,0.960842,0.658342,1.13092,0.910931,1.09533
5260.548818,1.1963,1.28488,0.89294,1.06015,0.869138,1.15088,1.01415,1.1554,0.520077,0.952644,0.497034,0.849605,0.980624,1.07302,0.535601,0.653021,0.815195,1.08853,1.16471,1.11146,1.04893,0.99868,0.377209,0.888815,0.554113,0.849605,0.81661,0.759977,0.260989,0.597971,0.972678,0.81751,0.849887,0.809363,1.05435,1.1353,0.453646,0.961383,0.658216,1.13275,0.91106,1.09637
5265.71128,1.20107,1.28916,0.900766,1.06804,0.871847,1.15266,1.01437,1.15792,0.520417,0.95468,0.496889,0.84752,0.979999,1.071,0.53477,0.652637,0.814461,1.08743,1.16358,1.1096,1.0473,0.998981,0.376742,0.889255,0.554934,0.84752,0.815489,0.761313,0.261425,0.599354,0.972771,0.818398,0.850241,0.809865,1.05192,1.13537,0.453331,0.961597,0.658251,1.13586,0.912336,1.09984
5270.883884,1.20651,1.29158,0.909704,1.07644,0.874319,1.15547,1.01473,1.15892,0.520482,0.956628,0.497233,0.846378,0.978264,1.06845,0.534451,0.652864,0.813644,1.0864,1.16177,1.11037,1.04569,1.00021,0.376519,0.889642,0.555948,0.846378,0.814899,0.762536,0.261578,0.60096,0.971031,0.819325,0.849909,0.810218,1.04817,1.13334,0.453178,0.961728,0.658332,1.13771,0.915116,1.1044
5276.066661,1.21327,1.29296,0.918697,1.08474,0.876557,1.15784,1.0161,1.15931,0.520545,0.958001,0.497857,0.846784,0.976796,1.06702,0.534689,0.65325,0.813453,1.08691,1.16001,1.11205,1.04509,1.00106,0.3763,0.88984,0.556976,0.846784,0.814816,0.764207,0.26226,0.602185,0.969499,0.819886,0.848684,0.810223,1.04422,1.13249,0.453421,0.963827,0.658757,1.13723,0.917197,1.1073
5281.25964,1.22041,1.29686,0.928908,1.09272,0.879672,1.15978,1.01805,1.16041,0.52086,0.959428,0.498433,0.847439,0.975031,1.06646,0.534839,0.653264,0.813488,1.0881,1.16003,1.11292,1.04619,1.00022,0.376184,0.889304,0.557743,0.847439,0.814963,0.766067,0.263367,0.603085,0.967642,0.820564,0.847682,0.810497,1.04165,1.13284,0.453642,0.967484,0.659677,1.13604,0.917349,1.10895
5286.462851,1.22594,1.30176,0.940627,1.1017,0.884088,1.16133,1.01867,1.16185,0.521253,0.960325,0.499173,0.847902,0.973408,1.06675,0.535098,0.653398,0.81291,1.0902,1.16152,1.11412,1.04874,0.999106,0.375751,0.888198,0.55811,0.847902,0.815399,0.766984,0.263783,0.603947,0.964843,0.821636,0.847709,0.811108,1.04088,1.13296,0.453703,0.970974,0.661362,1.13707,0.916973,1.11028
5291.676326,1.22863,1.30389,0.951518,1.11357,0.888237,1.16302,1.01846,1.16418,0.521324,0.961304,0.500275,0.849304,0.972863,1.06805,0.535498,0.654094,0.812968,1.09278,1.16172,1.11529,1.05194,0.999791,0.375156,0.888118,0.558556,0.849304,0.815478,0.76633,0.263842,0.604693,0.962218,0.82212,0.847686,0.811455,1.04212,1.13315,0.453944,0.973819,0.663496,1.13995,0.918116,1.11194
5296.900093,1.23009,1.30403,0.961457,1.12632,0.891469,1.16678,1.01852,1.16723,0.521339,0.963287,0.50144,0.851341,0.972594,1.07057,0.535639,0.655025,0.814315,1.09393,1.16008,1.1159,1.05533,1.0018,0.374943,0.889127,0.559566,0.851341,0.815072,0.765366,0.264393,0.605611,0.960085,0.822045,0.847109,0.81195,1.04413,1.13341,0.454358,0.975086,0.665463,1.1434,0.920164,1.1134
5302.134184,1.23428,1.30478,0.970529,1.13794,0.894254,1.17232,1.01908,1.16957,0.521508,0.965406,0.502508,0.852984,0.972359,1.07495,0.53607,0.656072,0.816691,1.09373,1.15826,1.11695,1.05832,1.00409,0.375107,0.890723,0.560612,0.852984,0.815074,0.764996,0.265303,0.606697,0.95935,0.822115,0.84681,0.813025,1.04554,1.13311,0.455177,0.974669,0.66751,1.14788,0.922268,1.11445
5307.378629,1.24117,1.3075,0.978235,1.14851,0.897362,1.17751,1.01998,1.17103,0.522177,0.967187,0.503496,0.854887,0.972499,1.0793,0.537001,0.656965,0.819019,1.09414,1.15741,1.11825,1.06033,1.00634,0.375678,0.892664,0.5611,0.854887,0.815553,0.765475,0.265742,0.607519,0.960649,0.822581,0.846593,0.814743,1.04689,1.132,0.456255,0.973985,0.66969,1.15113,0.92486,1.1147
5312.63346,1.24491,1.3115,0.985428,1.15803,0.901351,1.18016,1.02132,1.17184,0.523465,0.968695,0.504342,0.858062,0.974198,1.08243,0.538279,0.658059,0.82126,1.09567,1.15747,1.11866,1.06202,1.00793,0.37644,0.89431,0.561362,0.858062,0.816503,0.766598,0.265732,0.608387,0.96319,0.822949,0.846852,0.817162,1.04889,1.13151,0.457039,0.974686,0.671691,1.15306,0.926577,1.11434
5317.898706,1.24487,1.31382,0.99173,1.16545,0.905589,1.1802,1.02307,1.1725,0.524349,0.96974,0.504694,0.861365,0.977603,1.08482,0.539827,0.660014,0.823422,1.09594,1.15775,1.11832,1.06358,1.00869,0.377216,0.895344,0.561595,0.861365,0.818006,0.767776,0.265788,0.60929,0.965927,0.822918,0.847463,0.819499,1.05087,1.13275,0.457456,0.97627,0.673005,1.15483,0.926779,1.11414
5323.174399,1.245,1.3145,0.995648,1.1689,0.90795,1.17908,1.02408,1.17372,0.524421,0.970612,0.503984,0.862616,0.980397,1.08557,0.540234,0.660978,0.823255,1.09434,1.15772,1.11748,1.06343,1.01022,0.378462,0.895218,0.560921,0.862616,0.818431,0.768968,0.266237,0.609234,0.967523,0.823091,0.847119,0.820593,1.05084,1.13528,0.457352,0.977369,0.672825,1.15448,0.925488,1.11216
5328.46057,1.24579,1.31573,0.997131,1.16987,0.908476,1.17844,1.02502,1.17567,0.52444,0.972034,0.502883,0.86172,0.981369,1.08425,0.539227,0.660532,0.821461,1.09241,1.15764,1.118,1.06122,1.01185,0.379991,0.894635,0.560155,0.86172,0.817882,0.770061,0.266973,0.608754,0.968432,0.82418,0.846573,0.821732,1.04985,1.13765,0.457508,0.978895,0.671877,1.15297,0.923547,1.10945
5333.757251,1.24597,1.3173,0.996748,1.17163,0.908836,1.17895,1.02729,1.17794,0.524809,0.973205,0.50189,0.860721,0.980511,1.08267,0.538324,0.660084,0.819819,1.09132,1.15866,1.11845,1.0581,1.01179,0.381285,0.89529,0.560322,0.860721,0.817882,0.770983,0.267328,0.608883,0.969337,0.82595,0.846834,0.823587,1.04982,1.13778,0.458267,0.980943,0.671501,1.15273,0.922074,1.11015
5339.064472,1.24559,1.3173,0.995074,1.17251,0.908874,1.18171,1.02916,1.17992,0.525274,0.973533,0.500952,0.86031,0.978062,1.08138,0.537809,0.659328,0.818489,1.09152,1.16005,1.11826,1.05553,1.01149,0.382442,0.8968,0.560719,0.86031,0.817917,0.772179,0.267355,0.609098,0.96863,0.828073,0.847665,0.824731,1.04923,1.13659,0.45882,0.982598,0.67129,1.15231,0.921232,1.1134
5344.382265,1.24794,1.31585,0.993627,1.17117,0.908959,1.18517,1.02994,1.18032,0.525648,0.974334,0.50066,0.860402,0.97681,1.0799,0.53799,0.658543,0.818618,1.09368,1.16162,1.12038,1.05464,1.01133,0.38311,0.898468,0.561677,0.860402,0.818328,0.773794,0.267761,0.609467,0.966879,0.830152,0.848834,0.825432,1.04851,1.13719,0.45943,0.985084,0.670738,1.14963,0.920439,1.11491
5349.710662,1.25112,1.3153,0.993692,1.17008,0.909787,1.18618,1.03076,1.18005,0.526076,0.97631,0.501053,0.860986,0.977343,1.07937,0.539164,0.658264,0.820107,1.09706,1.16441,1.12291,1.05514,1.01071,0.383257,0.900304,0.563677,0.860986,0.819794,0.774928,0.26844,0.610176,0.966295,0.832422,0.850969,0.826343,1.05016,1.13846,0.46024,0.989297,0.670589,1.14643,0.919212,1.11429
5355.049695,1.25173,1.31554,0.99615,1.16995,0.912103,1.18478,1.03044,1.1812,0.526502,0.977965,0.502057,0.861714,0.978007,1.08046,0.54046,0.658267,0.821743,1.10063,1.16911,1.12421,1.0564,1.01043,0.383473,0.901709,0.565931,0.861714,0.821808,0.775317,0.268358,0.611404,0.966099,0.83525,0.854344,0.827929,1.05338,1.13955,0.460711,0.992883,0.670779,1.14607,0.918448,1.11283
5360.399395,1.25116,1.3151,0.99993,1.17124,0.91482,1.18276,1.0287,1.18223,0.526749,0.97858,0.503709,0.862991,0.979548,1.08416,0.541434,0.658616,0.823851,1.10515,1.17299,1.12702,1.05715,1.01052,0.383424,0.902035,0.567973,0.862991,0.823281,0.775553,0.267786,0.613208,0.966151,0.837543,0.858188,0.829399,1.05624,1.14258,0.461154,0.995356,0.670988,1.14811,0.918957,1.11228
