Wavelength_nm,AZURITE - GAMBOGE GA on Paper,AZURITE - GAMBOGE GA on Parchment,AZURITE - LEAD WHITE Glair on Paper,AZURITE - LEAD WHITE Glair on Parchment,AZURITE - LEAD WHITE GA on Paper,AZURITE - LEAD WHITE GA on Parchment,CARMINE - GAMBOGE GA on Paper,CARMINE - GAMBOGE GA on Parchment,CARMINE - LEAD WHITE GA on Paper,CARMINE - LEAD WHITE GA on Parchment,CINNABAR - LEAD TIN YELLOW - LEAD WHITE Glair on Paper,CINNABAR - LEAD TIN YELLOW - LEAD WHITE Glair on Parchment,CINNABAR - LEAD TIN-YELLOW - LEAD WHITE GA on Paper,CINNABAR - LEAD TIN YELLOW - LEAD WHITE GA on Parchment,CINNABAR - LEAD WHITE Glair on Paper,CINNABAR - LEAD WHITE Glair on Parchment,CINNABAR - LEAD WHITE GA on Paper,CINNABAR - LEAD WHITE GA on Parchment,GAMBOGE - MALACHITE GA on Paper,GAMBOGE - MALACHITE GA on Parchment,GAMBOGE - VERDIGRIS GA on Paper,GAMBOGE - VERDIGRIS GA on Parchment,INDIGO - ORPIMENT GA on Paper,INDIGO - ORPIMENT GA on Parchment,LEAD TIN YELLOW - LEAD WHITE Glair on Paper,LEAD TIN YELLOW - LEAD WHITE Glair on Parchment,LEAD TIN YELLOW - LEAD WHITE GA on Paper,LEAD TIN YELLOW - LEAD WHITE GA on Parchment,MINIUM - LEAD TIN YELLOW Glair on Paper,MINIUM - LEAD TIN YELLOW Glair on Parchment,MINIUM - LEAD TIN YELLOW GA on Paper,MINIUM - LEAD TIN YELLOW GA on Parchment,MALACHITE - LEAD WHITE Glair on Paper,MALACHITE - LEAD WHITE Glair on Parchment,MALACHITE - LEAD WHITE GA on Paper,MALACHITE - LEAD WHITE GA on Parchment,SAFFRON - GAMBOGE GA on Paper,SAFFRON - GAMBOGE GA on Parchment,VERDIGRIS - LEAD WHITE Glair on Paper,VERDIGRIS - LEAD WHITE Glair on Parchment,VERDIGRIS - LEAD WHITE GA on Paper,VERDIGRIS - LEAD WHITE GA on Parchment
2500.354054,0.761636,0.930343,0.485203,0.538636,0.632729,0.836649,0.709168,0.803203,0.321369,0.526238,0.373499,0.514636,0.91362,0.76491,0.445241,0.507768,0.681354,0.814882,0.787815,0.726474,0.91069,0.80355,0.303744,0.700712,0.320159,0.514636,0.634211,0.400705,0.0749796,0.361077,0.874525,0.517907,0.440917,0.362912,0.746478,0.782219,0.420593,0.741908,0.484656,0.805763,0.760895,0.763083
2501.51972,0.783734,0.932613,0.478634,0.536488,0.630799,0.843684,0.714686,0.803601,0.316466,0.520127,0.372943,0.520494,0.911593,0.777207,0.444066,0.504006,0.674932,0.814437,0.790942,0.728508,0.923674,0.80779,0.305764,0.7012,0.321998,0.520494,0.626422,0.399526,0.126274,0.363491,0.865793,0.526556,0.441018,0.360721,0.744048,0.77286,0.416263,0.740972,0.481521,0.802187,0.760823,0.778787
2502.686474,0.803253,0.935448,0.474718,0.536283,0.632158,0.849829,0.721872,0.805283,0.312859,0.513264,0.370677,0.523274,0.913273,0.785105,0.442418,0.503718,0.66952,0.816892,0.78774,0.736224,0.940161,0.80553,0.3089,0.703174,0.323268,0.523274,0.618458,0.398686,0.158673,0.363753,0.855388,0.535119,0.441703,0.36127,0.746107,0.761491,0.413134,0.742435,0.477546,0.796351,0.763308,0.792765
2503.854316,0.8046,0.941729,0.473365,0.535361,0.642112,0.858065,0.728275,0.805224,0.311755,0.512266,0.368883,0.527064,0.905528,0.793745,0.447125,0.508903,0.66344,0.835894,0.791347,0.747969,0.939359,0.802693,0.309227,0.696836,0.32221,0.527064,0.610782,0.399562,0.143802,0.361756,0.852918,0.534996,0.439007,0.365738,0.739288,0.758271,0.411995,0.740509,0.470502,0.788561,0.769609,0.780547
2505.023249,0.801551,0.946779,0.473478,0.537141,0.646845,0.856421,0.724845,0.815739,0.313688,0.515657,0.367031,0.530134,0.908902,0.792718,0.445208,0.509942,0.660923,0.835355,0.792429,0.744517,0.932993,0.810337,0.306171,0.700145,0.319463,0.530134,0.607413,0.400051,0.132805,0.362094,0.861326,0.53529,0.438081,0.367685,0.740284,0.766941,0.409698,0.739802,0.466701,0.784164,0.77351,0.783168
2506.193274,0.794279,0.947663,0.473581,0.53401,0.645398,0.858325,0.721047,0.816773,0.314406,0.51514,0.367601,0.526229,0.903869,0.786472,0.447142,0.508727,0.660113,0.833153,0.786277,0.744165,0.935525,0.811927,0.305437,0.703645,0.320001,0.526229,0.606673,0.401706,0.12623,0.363478,0.862236,0.536703,0.437799,0.370279,0.74313,0.775513,0.411197,0.735404,0.463337,0.785755,0.773674,0.787477
2507.364393,0.789573,0.950392,0.476416,0.534771,0.644383,0.858276,0.72212,0.818529,0.317914,0.516615,0.367587,0.522939,0.898501,0.780433,0.447705,0.508595,0.659194,0.831785,0.78238,0.746958,0.932444,0.813902,0.304451,0.700415,0.322209,0.522939,0.60857,0.402561,0.120525,0.363152,0.858307,0.536854,0.435423,0.36982,0.741723,0.774705,0.411508,0.736675,0.464111,0.785574,0.771322,0.79123
2508.536606,0.78263,0.949559,0.477583,0.538819,0.644017,0.855439,0.723187,0.818519,0.317937,0.516827,0.368034,0.52167,0.898787,0.777081,0.445745,0.509806,0.661289,0.833825,0.78016,0.749123,0.932546,0.815818,0.303382,0.701565,0.322894,0.52167,0.608778,0.401804,0.116901,0.363237,0.854048,0.534592,0.433901,0.370677,0.737539,0.770359,0.410621,0.736023,0.468274,0.783972,0.771512,0.79385
2509.709916,0.778506,0.950705,0.479063,0.540796,0.645361,0.855822,0.721768,0.820107,0.317978,0.518644,0.368329,0.5207,0.899005,0.77396,0.445043,0.509823,0.662027,0.837241,0.779578,0.751923,0.930001,0.815835,0.302601,0.700816,0.323987,0.5207,0.611641,0.401845,0.109529,0.364136,0.852803,0.532325,0.433295,0.371249,0.734233,0.771249,0.410946,0.735643,0.469282,0.784633,0.771528,0.796034
2510.884324,0.775274,0.946653,0.480115,0.540811,0.643883,0.856046,0.718691,0.821507,0.317308,0.520403,0.368739,0.520627,0.897313,0.771968,0.444783,0.507762,0.66273,0.837244,0.777261,0.75203,0.927323,0.816459,0.30164,0.699537,0.325232,0.520627,0.614191,0.401626,0.106431,0.365162,0.852127,0.530728,0.433135,0.371115,0.731741,0.771586,0.411752,0.735893,0.470659,0.786403,0.76881,0.797328
2512.059831,0.776606,0.943256,0.480861,0.5422,0.639312,0.858698,0.715421,0.822628,0.316406,0.520643,0.370149,0.521687,0.897946,0.772202,0.444132,0.505546,0.664233,0.833861,0.774412,0.750632,0.928536,0.821426,0.300865,0.698812,0.325608,0.521687,0.615532,0.401604,0.11008,0.365694,0.851857,0.530515,0.433526,0.371054,0.732337,0.770734,0.412604,0.739163,0.472967,0.790934,0.766156,0.801912
2513.23644,0.779927,0.940339,0.481594,0.543652,0.636279,0.859721,0.712793,0.821923,0.315412,0.518594,0.370002,0.522383,0.897914,0.773236,0.443358,0.503339,0.664986,0.830224,0.771147,0.748644,0.929742,0.822635,0.299978,0.696035,0.324935,0.522383,0.615901,0.400297,0.111411,0.365367,0.849198,0.530802,0.432525,0.370337,0.733548,0.768889,0.412503,0.741454,0.475068,0.794071,0.764069,0.805049
2514.414152,0.784952,0.941661,0.482698,0.543109,0.636352,0.863243,0.712393,0.82026,0.315277,0.51743,0.368767,0.524266,0.896039,0.775819,0.444276,0.502813,0.664378,0.83397,0.77165,0.747906,0.93308,0.823356,0.299822,0.693528,0.324199,0.524266,0.616121,0.399216,0.112148,0.364463,0.846593,0.530068,0.431876,0.369198,0.733326,0.767769,0.41167,0.743335,0.476449,0.796884,0.763363,0.802896
2515.592968,0.790566,0.944397,0.482042,0.541704,0.63734,0.866305,0.712249,0.81809,0.315198,0.518384,0.367652,0.525653,0.89328,0.776459,0.444241,0.501619,0.66218,0.838489,0.776345,0.747167,0.935179,0.823167,0.29947,0.689798,0.322946,0.525653,0.616145,0.39932,0.11184,0.363155,0.843707,0.526815,0.431072,0.367044,0.731418,0.767372,0.409446,0.744437,0.476305,0.797868,0.761924,0.797608
2516.772889,0.794771,0.947032,0.481432,0.541143,0.637737,0.867411,0.711911,0.819355,0.314809,0.522041,0.366972,0.527801,0.895253,0.777509,0.44344,0.500651,0.66228,0.840022,0.781054,0.745845,0.934755,0.824225,0.299271,0.690207,0.321239,0.527801,0.616557,0.400425,0.112415,0.362823,0.842215,0.525064,0.430963,0.365491,0.731891,0.769056,0.407515,0.746382,0.47591,0.80069,0.761244,0.796014
2517.953918,0.796435,0.94693,0.480619,0.540441,0.636467,0.863845,0.710128,0.81937,0.314382,0.524452,0.366221,0.529542,0.895842,0.779347,0.443084,0.499054,0.6624,0.839603,0.78109,0.741569,0.93478,0.822604,0.299579,0.693859,0.319314,0.529542,0.615666,0.401244,0.113379,0.362696,0.840073,0.524902,0.431104,0.364994,0.731739,0.768158,0.405906,0.747018,0.475459,0.803301,0.760104,0.794903
2519.136056,0.798639,0.947517,0.479224,0.538568,0.636097,0.862769,0.708132,0.816505,0.314473,0.524543,0.367055,0.530491,0.893095,0.780607,0.443906,0.498121,0.660886,0.84046,0.78125,0.738204,0.936029,0.820384,0.299816,0.695796,0.318146,0.530491,0.613658,0.401866,0.113815,0.362537,0.839839,0.524766,0.430964,0.365232,0.731456,0.769201,0.403817,0.746934,0.474089,0.803576,0.760244,0.792295
2520.319305,0.797839,0.946411,0.478745,0.537348,0.634405,0.86454,0.706564,0.812755,0.314366,0.522511,0.368285,0.53075,0.886806,0.781282,0.444994,0.497484,0.657165,0.840871,0.781566,0.737914,0.931105,0.818246,0.29956,0.694482,0.317169,0.53075,0.609898,0.402382,0.113649,0.362367,0.840332,0.525683,0.430432,0.365727,0.729918,0.772359,0.401493,0.745878,0.472012,0.801588,0.760018,0.789169
2521.503665,0.794812,0.946119,0.479122,0.538208,0.63318,0.864001,0.707494,0.810436,0.314322,0.521324,0.369181,0.529822,0.883834,0.783291,0.446437,0.498382,0.654595,0.841946,0.783035,0.739389,0.925983,0.817503,0.299002,0.69458,0.316943,0.529822,0.607655,0.402392,0.112989,0.362175,0.843655,0.526802,0.429891,0.3656,0.728249,0.774664,0.399232,0.747373,0.471178,0.800549,0.758572,0.789791
2522.68914,0.787618,0.946945,0.478957,0.539114,0.632371,0.859354,0.707938,0.807017,0.313147,0.519063,0.369411,0.527094,0.882271,0.78253,0.446283,0.500948,0.652855,0.842246,0.782917,0.739976,0.920377,0.81546,0.297933,0.695083,0.316963,0.527094,0.605162,0.401833,0.112159,0.361317,0.845866,0.525421,0.430225,0.365717,0.726933,0.77311,0.397383,0.747091,0.470425,0.795659,0.755556,0.788961
2523.875729,0.780338,0.948906,0.478203,0.541481,0.630431,0.8564,0.708517,0.805942,0.311785,0.516952,0.369851,0.524757,0.881679,0.781711,0.445084,0.503828,0.651713,0.844682,0.780956,0.741348,0.913836,0.810686,0.29671,0.697064,0.317269,0.524757,0.601888,0.401976,0.111347,0.360427,0.847751,0.523678,0.431595,0.367365,0.723841,0.772707,0.396523,0.746222,0.469321,0.790574,0.753425,0.786487
2525.063435,0.774802,0.948164,0.476717,0.543014,0.627675,0.854447,0.706864,0.806553,0.310283,0.51643,0.370133,0.522281,0.880581,0.780842,0.443745,0.505156,0.649926,0.846242,0.777269,0.74116,0.906604,0.802113,0.295386,0.697516,0.3189,0.522281,0.600892,0.401139,0.111107,0.361134,0.849137,0.522105,0.432807,0.367776,0.719658,0.774563,0.396216,0.745667,0.466742,0.784181,0.749744,0.782853
2526.25226,0.770021,0.946665,0.476573,0.54476,0.625358,0.853264,0.703292,0.807952,0.3088,0.515928,0.369477,0.520643,0.883741,0.780966,0.44381,0.506276,0.648508,0.848908,0.77367,0.741281,0.901139,0.793404,0.294529,0.697007,0.32099,0.520643,0.600949,0.400142,0.11199,0.363262,0.853333,0.522766,0.434398,0.367847,0.719379,0.775689,0.396166,0.743647,0.462885,0.777339,0.745133,0.780184
2527.442204,0.766096,0.942867,0.476518,0.54508,0.621404,0.852904,0.700792,0.808557,0.307984,0.514523,0.367842,0.520382,0.885977,0.779578,0.443375,0.50759,0.646313,0.848671,0.768119,0.738651,0.893926,0.787204,0.293188,0.696026,0.322023,0.520382,0.597935,0.398917,0.112121,0.364341,0.854687,0.524214,0.435956,0.368422,0.72026,0.773601,0.39657,0.740302,0.458778,0.772273,0.740399,0.778057
2528.63327,0.764822,0.943184,0.47565,0.545069,0.617395,0.854234,0.700806,0.809224,0.307549,0.512186,0.36547,0.52116,0.888211,0.778968,0.441394,0.508088,0.644881,0.847074,0.766157,0.736295,0.889436,0.784931,0.291384,0.695883,0.322087,0.52116,0.595084,0.397244,0.111243,0.364022,0.854177,0.524525,0.436671,0.368567,0.719722,0.772291,0.397257,0.73693,0.454755,0.770005,0.737733,0.776886
2529.82546,0.765266,0.944685,0.475444,0.544726,0.616782,0.852194,0.700341,0.809718,0.307039,0.509479,0.36125,0.521254,0.887366,0.777889,0.439216,0.506823,0.644396,0.844216,0.766307,0.734089,0.884007,0.777937,0.289553,0.693527,0.321396,0.521254,0.59578,0.39605,0.110804,0.363185,0.852095,0.524355,0.436237,0.366898,0.717131,0.770838,0.397184,0.731543,0.45058,0.767161,0.734753,0.773764
2531.018774,0.767617,0.946871,0.476473,0.543211,0.618206,0.851124,0.700693,0.81162,0.307317,0.509987,0.35787,0.522293,0.887857,0.776068,0.438412,0.507244,0.644945,0.843237,0.768402,0.732885,0.880398,0.768615,0.288665,0.691618,0.321631,0.522293,0.598777,0.396506,0.111265,0.362884,0.850442,0.523772,0.436446,0.365694,0.716797,0.768042,0.396738,0.728434,0.446417,0.765508,0.733052,0.770195
2532.213214,0.76818,0.943134,0.475878,0.541386,0.617515,0.848418,0.698976,0.811137,0.30667,0.512202,0.35606,0.523578,0.8868,0.773065,0.43733,0.506089,0.646525,0.840777,0.770551,0.733066,0.874561,0.759145,0.287903,0.68825,0.321407,0.523578,0.600873,0.397105,0.112178,0.362415,0.845992,0.522168,0.434442,0.364818,0.716744,0.763289,0.395382,0.726076,0.441664,0.761942,0.728655,0.765563
2533.408782,0.766833,0.9409,0.475313,0.540756,0.61651,0.844201,0.695979,0.811471,0.30546,0.514785,0.354312,0.526121,0.885614,0.772863,0.43605,0.503648,0.648285,0.837296,0.772378,0.734656,0.868759,0.753862,0.28777,0.684779,0.321064,0.526121,0.601933,0.396277,0.112526,0.361216,0.842771,0.521779,0.432631,0.36498,0.715716,0.759332,0.394776,0.722972,0.438181,0.760524,0.722734,0.763137
2534.605479,0.765056,0.94025,0.475447,0.539007,0.615923,0.83648,0.693756,0.809227,0.30525,0.514703,0.353276,0.528302,0.881395,0.773301,0.43417,0.50057,0.648124,0.832356,0.773556,0.732556,0.863904,0.748432,0.287575,0.680355,0.321269,0.528302,0.601215,0.394111,0.112256,0.360214,0.839745,0.52198,0.431002,0.365387,0.713542,0.75376,0.393514,0.71908,0.435397,0.759423,0.719268,0.760148
2535.803308,0.765382,0.940551,0.475434,0.537436,0.615428,0.831106,0.692021,0.80685,0.305227,0.513715,0.35492,0.530388,0.878494,0.773904,0.43424,0.499074,0.647608,0.828405,0.776052,0.731402,0.859623,0.746647,0.287074,0.677011,0.321036,0.530388,0.60022,0.392511,0.112268,0.360608,0.838524,0.522726,0.429973,0.365719,0.71286,0.752059,0.390603,0.717855,0.43323,0.757277,0.718899,0.758256
2537.002269,0.762439,0.937647,0.475754,0.537784,0.613677,0.828144,0.690195,0.804448,0.303819,0.512177,0.357603,0.530657,0.879146,0.773124,0.437717,0.49873,0.647047,0.826781,0.777638,0.732384,0.85217,0.746513,0.286115,0.675025,0.320375,0.530657,0.599793,0.391169,0.112577,0.361164,0.841306,0.523446,0.430667,0.366936,0.712245,0.752431,0.388226,0.718269,0.431822,0.755093,0.716242,0.75813
2538.202365,0.759918,0.936201,0.475625,0.537935,0.613142,0.827993,0.689869,0.802417,0.301635,0.511873,0.360141,0.528736,0.882105,0.771472,0.441021,0.499222,0.646385,0.827177,0.779941,0.732255,0.84497,0.747388,0.284876,0.674338,0.320854,0.528736,0.599731,0.389742,0.11183,0.361079,0.845701,0.523536,0.432158,0.368057,0.712587,0.751213,0.387741,0.719963,0.431871,0.755057,0.712401,0.757597
2539.403597,0.75892,0.937892,0.472833,0.535738,0.612379,0.826107,0.688906,0.797398,0.30021,0.511413,0.361428,0.525831,0.880043,0.766052,0.440457,0.499477,0.643955,0.825696,0.778294,0.729409,0.836645,0.747787,0.28375,0.67317,0.321456,0.525831,0.597416,0.388834,0.110805,0.360528,0.845282,0.521582,0.433423,0.368461,0.711652,0.748372,0.387276,0.719924,0.430597,0.751415,0.70978,0.753708
2540.605966,0.758673,0.937669,0.470177,0.535412,0.610136,0.824286,0.687056,0.79338,0.300286,0.50932,0.362517,0.522945,0.878321,0.760599,0.439648,0.500035,0.643117,0.823767,0.773064,0.726515,0.828483,0.746583,0.282921,0.673491,0.321473,0.522945,0.59602,0.388708,0.110719,0.360706,0.843968,0.519081,0.433392,0.36892,0.710172,0.749118,0.38651,0.72112,0.429687,0.746894,0.707586,0.750147
2541.809474,0.757488,0.932608,0.468604,0.536903,0.607033,0.825181,0.683653,0.790268,0.299991,0.505327,0.363451,0.52104,0.877533,0.755684,0.439915,0.500111,0.643839,0.819462,0.767507,0.722849,0.823491,0.742171,0.281743,0.673865,0.321173,0.52104,0.597671,0.388957,0.111442,0.361657,0.841142,0.515684,0.432619,0.368789,0.70786,0.75225,0.384934,0.721734,0.429578,0.742071,0.702906,0.746855
2543.014123,0.756568,0.929625,0.467854,0.539847,0.606903,0.82718,0.681786,0.787645,0.299323,0.501858,0.363556,0.520665,0.878327,0.750834,0.439681,0.50241,0.643655,0.817999,0.763314,0.720482,0.82111,0.737816,0.280238,0.675034,0.320357,0.520665,0.599776,0.389663,0.111785,0.362849,0.836107,0.513298,0.433024,0.368539,0.706954,0.755025,0.382611,0.719362,0.428563,0.739027,0.699893,0.746093
2544.219915,0.757329,0.926074,0.466109,0.541733,0.607813,0.826783,0.681772,0.78511,0.298838,0.498658,0.361786,0.52035,0.876484,0.745256,0.437112,0.50422,0.642518,0.816708,0.757889,0.718437,0.817532,0.734722,0.278646,0.675957,0.31945,0.52035,0.599213,0.38915,0.110738,0.362662,0.827687,0.511527,0.434035,0.368141,0.704684,0.754916,0.380715,0.715831,0.426558,0.737321,0.699836,0.746071
2545.42685,0.759381,0.923346,0.465268,0.543025,0.60811,0.826523,0.682827,0.784312,0.297742,0.497247,0.359382,0.521257,0.874543,0.741505,0.434523,0.50451,0.644081,0.816419,0.755861,0.718298,0.817875,0.732562,0.276754,0.678047,0.319272,0.521257,0.598771,0.388821,0.109149,0.362109,0.821774,0.509913,0.434897,0.367757,0.700547,0.754496,0.379794,0.713032,0.424553,0.73649,0.700926,0.746945
2546.634931,0.759441,0.918285,0.465763,0.544661,0.607809,0.82585,0.680476,0.783121,0.296105,0.496886,0.357033,0.522754,0.873466,0.739227,0.432848,0.504418,0.645793,0.815073,0.755625,0.717331,0.817125,0.728133,0.274293,0.676967,0.319572,0.522754,0.600565,0.38929,0.1081,0.362002,0.818256,0.508245,0.434869,0.366592,0.695466,0.752813,0.378033,0.71004,0.421972,0.732764,0.70034,0.747497
2547.844159,0.759726,0.913094,0.466538,0.545703,0.606964,0.828408,0.676554,0.781815,0.294749,0.49694,0.354689,0.524354,0.875135,0.739765,0.431294,0.504257,0.646899,0.814619,0.756109,0.7179,0.814869,0.722797,0.271805,0.674346,0.319383,0.524354,0.60107,0.389343,0.108405,0.362324,0.817857,0.506404,0.434441,0.365794,0.693053,0.749841,0.375712,0.710725,0.418372,0.728966,0.699593,0.748949
2549.054537,0.757812,0.906958,0.466138,0.545687,0.604681,0.830339,0.672183,0.777812,0.292998,0.496057,0.352083,0.524781,0.871065,0.742168,0.428146,0.502215,0.645359,0.812315,0.756359,0.71914,0.812398,0.718647,0.270057,0.669318,0.317403,0.524781,0.597399,0.388638,0.109291,0.360567,0.817547,0.503921,0.432973,0.365238,0.692443,0.74671,0.373469,0.71049,0.413997,0.7248,0.697348,0.748154
2550.266065,0.755813,0.905596,0.467727,0.545856,0.602482,0.82968,0.66915,0.774,0.292202,0.49535,0.349734,0.525704,0.864361,0.746062,0.425916,0.500324,0.64264,0.810323,0.758195,0.720616,0.815324,0.717454,0.269816,0.66608,0.31707,0.525704,0.594035,0.387787,0.108834,0.358273,0.817559,0.502687,0.433092,0.365729,0.692557,0.7461,0.372742,0.706777,0.411119,0.723855,0.695349,0.747653
2551.478745,0.753186,0.903624,0.470061,0.545505,0.599685,0.826619,0.666063,0.769457,0.293123,0.494736,0.349427,0.526437,0.859818,0.749061,0.424588,0.49859,0.64118,0.809125,0.760542,0.7205,0.817239,0.713936,0.269939,0.665359,0.318552,0.526437,0.591656,0.386593,0.107372,0.358581,0.816665,0.502589,0.434565,0.366121,0.693642,0.743203,0.372394,0.702518,0.409516,0.725003,0.694235,0.746134
2552.692578,0.751039,0.902868,0.472025,0.546263,0.596918,0.826115,0.662461,0.767044,0.294049,0.495982,0.350795,0.527764,0.86124,0.751917,0.42598,0.4993,0.640101,0.811145,0.762931,0.722647,0.817128,0.711433,0.269764,0.666809,0.320022,0.527764,0.591038,0.385686,0.105875,0.361388,0.819085,0.502914,0.437866,0.36716,0.697087,0.741991,0.371501,0.701109,0.409227,0.72588,0.692891,0.744006
2553.907568,0.747638,0.903009,0.474675,0.547351,0.594977,0.826736,0.660739,0.763549,0.294264,0.497832,0.352493,0.528509,0.86507,0.7542,0.429663,0.500894,0.640258,0.815931,0.764208,0.725645,0.817955,0.709603,0.269131,0.667457,0.322201,0.528509,0.590258,0.384622,0.104005,0.363961,0.825358,0.503206,0.442218,0.369386,0.698554,0.740896,0.370817,0.699103,0.409373,0.725319,0.692301,0.74149
2555.123714,0.747384,0.903445,0.477339,0.547488,0.595344,0.829246,0.661752,0.759329,0.294096,0.499925,0.354888,0.528662,0.868474,0.758052,0.43212,0.502827,0.64133,0.821136,0.767218,0.726083,0.818109,0.708847,0.268727,0.668536,0.324644,0.528662,0.587883,0.383981,0.10548,0.366425,0.831752,0.504157,0.44636,0.371474,0.69983,0.741062,0.370848,0.696315,0.40984,0.7262,0.694947,0.739273
2556.341019,0.746759,0.904345,0.478375,0.545149,0.595011,0.830429,0.662,0.75491,0.293492,0.499341,0.356217,0.527971,0.866857,0.759638,0.432791,0.503905,0.640786,0.822927,0.768391,0.721926,0.812062,0.708049,0.268633,0.668181,0.324847,0.527971,0.584966,0.383634,0.101213,0.368439,0.833177,0.502377,0.448106,0.372053,0.700587,0.743442,0.370151,0.691492,0.409085,0.728306,0.695862,0.733698
2557.559485,0.745722,0.904836,0.478552,0.542912,0.593376,0.834921,0.660761,0.753428,0.29248,0.497457,0.356493,0.526069,0.866156,0.759649,0.433883,0.503698,0.641461,0.820758,0.769222,0.717983,0.80488,0.704324,0.269421,0.665429,0.322764,0.526069,0.583998,0.383602,0.0990461,0.369093,0.830254,0.498787,0.447172,0.371693,0.700316,0.747818,0.36895,0.687724,0.407686,0.730367,0.692834,0.728981
2558.779113,0.746653,0.904066,0.477491,0.541579,0.590228,0.837425,0.659757,0.754427,0.290974,0.494923,0.355761,0.522424,0.863889,0.757688,0.433791,0.501407,0.639595,0.813034,0.767492,0.715325,0.800018,0.698452,0.269244,0.66081,0.320422,0.522424,0.584385,0.383184,0.0974243,0.367346,0.825021,0.496255,0.445653,0.370964,0.697979,0.750284,0.366602,0.684229,0.40589,0.73171,0.688176,0.725941
2559.999905,0.749602,0.904294,0.474278,0.541391,0.586718,0.834357,0.659531,0.755882,0.289134,0.493019,0.353113,0.517592,0.85646,0.754326,0.430635,0.498026,0.633245,0.804847,0.763188,0.713792,0.79502,0.695341,0.268297,0.657604,0.317746,0.517592,0.582939,0.381863,0.095046,0.363862,0.819512,0.496488,0.444671,0.370221,0.696432,0.750984,0.364006,0.682108,0.404104,0.733988,0.685101,0.724494
2561.221862,0.750244,0.901129,0.471456,0.540578,0.583267,0.827571,0.659156,0.755022,0.287976,0.491562,0.349293,0.513254,0.846078,0.748809,0.426809,0.493759,0.627363,0.800556,0.759359,0.71051,0.787763,0.694303,0.2676,0.654893,0.31518,0.513254,0.577855,0.380784,0.0918824,0.359369,0.812665,0.497904,0.442415,0.369362,0.693656,0.749119,0.362139,0.681596,0.40227,0.734151,0.680757,0.72347
2562.444986,0.749698,0.901696,0.47121,0.540742,0.580816,0.822013,0.660899,0.754313,0.287773,0.492817,0.347464,0.512658,0.841891,0.744639,0.426915,0.491744,0.626156,0.800241,0.760301,0.708364,0.782715,0.693464,0.266624,0.65465,0.314317,0.512658,0.574049,0.381778,0.0893881,0.356214,0.809121,0.49994,0.44106,0.369492,0.690973,0.746633,0.361422,0.683638,0.401388,0.731853,0.676621,0.723373
2563.669278,0.748322,0.90459,0.471222,0.541628,0.578659,0.817933,0.659904,0.753009,0.287461,0.494615,0.346873,0.513754,0.842414,0.741792,0.427787,0.491401,0.626172,0.800389,0.761694,0.707426,0.776075,0.690543,0.264869,0.654407,0.31353,0.513754,0.573641,0.382264,0.0896733,0.354649,0.805449,0.501686,0.440972,0.369756,0.688782,0.743251,0.361007,0.686595,0.400785,0.728277,0.672378,0.722198
2564.894742,0.7496,0.907997,0.470867,0.5428,0.577542,0.814458,0.657774,0.751634,0.286629,0.494695,0.346516,0.513887,0.842768,0.74028,0.427716,0.490612,0.625461,0.802166,0.762217,0.70732,0.770026,0.688009,0.262675,0.653557,0.311355,0.513887,0.57204,0.382145,0.0936394,0.353273,0.801641,0.502748,0.441211,0.370041,0.689889,0.739056,0.360937,0.68812,0.3995,0.727493,0.670397,0.722298
2566.121377,0.750719,0.907048,0.47097,0.544112,0.576934,0.807694,0.654647,0.750471,0.285771,0.493659,0.346547,0.511967,0.837907,0.736706,0.427734,0.489057,0.623506,0.800557,0.760208,0.705915,0.76659,0.687164,0.261575,0.652692,0.309693,0.511967,0.568146,0.381954,0.098184,0.350282,0.797326,0.503375,0.441745,0.370297,0.692206,0.732849,0.36065,0.685756,0.397952,0.72704,0.668741,0.720865
2567.349187,0.751937,0.905506,0.474312,0.547216,0.578403,0.800442,0.649496,0.750005,0.286309,0.493436,0.347931,0.514074,0.837779,0.734057,0.430619,0.489316,0.623848,0.802265,0.75779,0.70609,0.769543,0.687525,0.261635,0.655654,0.311441,0.514074,0.568432,0.3818,0.100459,0.350489,0.798656,0.504989,0.443934,0.371535,0.695601,0.729579,0.360388,0.684127,0.399351,0.727426,0.667086,0.720512
2568.578171,0.750973,0.902568,0.477553,0.550649,0.580289,0.795226,0.642668,0.748791,0.286829,0.493878,0.349785,0.518196,0.842014,0.730507,0.432491,0.490674,0.623937,0.807033,0.755482,0.706846,0.770954,0.686375,0.260836,0.659334,0.313903,0.518196,0.568318,0.380303,0.101585,0.353319,0.799901,0.504787,0.445128,0.372426,0.6987,0.727767,0.35976,0.68382,0.401697,0.727119,0.664639,0.718498
2569.808333,0.748781,0.901562,0.481129,0.554112,0.583475,0.795795,0.638816,0.749103,0.286033,0.493686,0.350564,0.520365,0.848228,0.728065,0.432219,0.493539,0.622125,0.811375,0.753859,0.708871,0.772141,0.686412,0.259051,0.661379,0.315098,0.520365,0.568212,0.379137,0.102767,0.356395,0.801464,0.502961,0.445643,0.374212,0.700375,0.726712,0.358237,0.684534,0.403052,0.72551,0.664662,0.718079
